Token;POS;Género;Número
final;NOUN;Masc;Sing
de;ADP;;
la;DET;Fem;Sing
columna;NOUN;Fem;Sing
,;PUNCT;;
entre;ADP;;
el;DET;Masc;Sing
sacro;NOUN;Masc;Sing
y;CCONJ;;
los;DET;Masc;Plur
huesos;NOUN;Masc;Plur
de;ADP;;
la;DET;Fem;Sing
pelvis;PROPN;;
,;PUNCT;;
se;PRON;;
emplean;VERB;;Plur
agujas;NOUN;Fem;Plur
más;ADV;;
largas;ADJ;Fem;Plur
y;CCONJ;;
un;DET;Masc;Sing
aparato;NOUN;Masc;Sing
de;ADP;;
rayos;NOUN;;
X;NOUN;;
para;ADP;;
localizar;VERB;;
el;DET;Masc;Sing
lugar;NOUN;Masc;Sing
de;ADP;;
inyección;NOUN;Fem;Sing
.;PUNCT;;
QUÉ;DET;;
EFECTOS;PROPN;;
LE;PRON;;Sing
PRODUCIRÁ;PROPN;;
:;PUNCT;;
La;DET;Fem;Sing
técnica;NOUN;Fem;Sing
suele;VERB;;Sing
ser;AUX;;
muy;ADV;;
poco;ADV;;
dolorosa;ADJ;Fem;Sing
.;PUNCT;;
EN;ADP;;
QUÉ;PROPN;;
LE;PRON;;Sing
BENEFICIARÁ;PROPN;;
:;PUNCT;;
Control;PROPN;;
del;ADP;Masc;Sing
dolor;NOUN;Masc;Sing
y;CCONJ;;
disminución;NOUN;Fem;Sing
del;ADP;Masc;Sing
consumo;NOUN;Masc;Sing
de;ADP;;
analgésicos;NOUN;Masc;Plur
.;PUNCT;;
OTRAS;DET;Fem;Plur
ALTERNATIVAS;NOUN;Masc;Sing
DISPONIBLES;NOUN;Masc;Sing
EN;ADP;;
SU;DET;;Sing
CASO;NOUN;Masc;Sing
:;PUNCT;;
Depende;VERB;;Sing
de;ADP;;
cada;DET;;Sing
caso;NOUN;Masc;Sing
particular;ADJ;;Sing
:;PUNCT;;
se;PRON;;
puede;AUX;;Sing
tratar;VERB;;
con;ADP;;
analgésicos;NOUN;Masc;Plur
(;PUNCT;;
pastillas;NOUN;Fem;Plur
);PUNCT;;
a;ADP;;
dosis;NOUN;Fem;
elevadas;ADJ;Fem;Plur
";";PUNCT;;
o;CCONJ;;
bien;ADV;;
aplicar;VERB;;
estimulación;NOUN;Fem;Sing
eléctrica;ADJ;Fem;Sing
transcutánea;ADJ;Fem;Sing
(;PUNCT;;
TENS;PROPN;;
);PUNCT;;
o;CCONJ;;
Iontoforesis;PROPN;;
,;PUNCT;;
que;PRON;;
consiste;VERB;;Sing
en;ADP;;
aplicar;VERB;;
medicamentos;NOUN;Masc;Plur
a;ADP;;
través;NOUN;;
de;ADP;;
un;DET;Masc;Sing
parche;NOUN;Masc;Sing
con;ADP;;
estímulos;NOUN;Masc;Plur
eléctricos;ADJ;Masc;Plur
.;PUNCT;;
En;ADP;;
su;DET;;Sing
caso;NOUN;Masc;Sing
:;PUNCT;;
QUÉ;PROPN;;
RIESGOS;PROPN;;
TIENE;PROPN;;
:;PUNCT;;
Cualquier;DET;;Sing
actuación;NOUN;Fem;Sing
médica;ADJ;Fem;Sing
tiene;VERB;;Sing
riesgos;NOUN;Masc;Plur
.;PUNCT;;
La;DET;Fem;Sing
mayor;ADJ;;Sing
parte;NOUN;Fem;Sing
de;ADP;;
las;DET;Fem;Plur
veces;NOUN;Fem;Plur
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
no;ADV;;
se;PRON;;
materializan;VERB;;Plur
,;PUNCT;;
y;CCONJ;;
la;DET;Fem;Sing
intervención;NOUN;Fem;Sing
no;ADV;;
produce;VERB;;Sing
daños;NOUN;Masc;Plur
o;CCONJ;;
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
indeseables;ADJ;;Plur
.;PUNCT;;
Pero;CCONJ;;
a;ADP;;
veces;NOUN;;
no;ADV;;
es;AUX;;Sing
así;ADV;;
.;PUNCT;;
Por;ADP;;
eso;PRON;;Sing
es;AUX;;Sing
importante;ADJ;;Sing
que;SCONJ;;
usted;PRON;;Sing
conozca;VERB;;Sing
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
que;PRON;;
pueden;AUX;;Plur
aparecer;VERB;;
en;ADP;;
este;DET;Masc;Sing
proceso;NOUN;Masc;Sing
o;CCONJ;;
intervención;NOUN;Fem;Sing
.;PUNCT;;
De;ADP;;
forma;NOUN;Fem;Sing
excepcional;ADJ;;Sing
,;PUNCT;;
puede;AUX;;Sing
suceder;VERB;;
penetración;NOUN;Fem;Sing
en;ADP;;
otras;DET;Fem;Plur
estructuras;NOUN;Fem;Plur
de;ADP;;
la;DET;Fem;Sing
zona;NOUN;Fem;Sing
,;PUNCT;;
que;PRON;;
dado;VERB;Masc;Sing
el;DET;Masc;Sing
poco;PRON;Masc;Sing
calibre;NOUN;Masc;Sing
de;ADP;;
las;DET;Fem;Plur
agujas;NOUN;Fem;Plur
utilizadas;ADJ;Fem;Plur
,;PUNCT;;
no;ADV;;
reviste;VERB;;Sing
gravedad;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
MÁS;ADV;;
FRECUENTES;NOUN;Masc;Plur
:;PUNCT;;
-;PUNCT;;
Molestias;PROPN;;
locales;ADJ;;Plur
en;ADP;;
el;DET;Masc;Sing
lugar;NOUN;Masc;Sing
de;ADP;;
punción;NOUN;Fem;Sing
que;PRON;;
ceder;VERB;;
en;ADP;;
pocas;DET;Fem;Plur
horas;NOUN;Fem;Plur
con;ADP;;
analgésicos;NOUN;Masc;Plur
habituales;ADJ;;Plur
.;PUNCT;;
-;PUNCT;;
Hematoma;VERB;;Sing
en;ADP;;
la;DET;Fem;Sing
zona;NOUN;Fem;Sing
de;ADP;;
punción;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
Sensación;PROPN;;
de;ADP;;
mareo;NOUN;Masc;Sing
o;CCONJ;;
desvanecimiento;NOUN;Masc;Sing
que;PRON;;
suele;VERB;;Sing
darse;VERB;;
en;ADP;;
ciertas;DET;Fem;Plur
personas;NOUN;Fem;Plur
ante;ADP;;
determinadas;ADJ;Fem;Plur
situaciones;NOUN;Fem;Plur
(;PUNCT;;
análisis;NOUN;Masc;
,;PUNCT;;
visión;NOUN;Fem;Sing
de;ADP;;
sangre;NOUN;Fem;Sing
,;PUNCT;;
dolor;NOUN;Masc;Sing
,;PUNCT;;
etc;PUNCT;;
.;PUNCT;;
);PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
MÁS;ADV;;
GRAVES;ADJ;;Plur
:;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
DERIVADOS;PROPN;;
DE;ADP;;
SUS;DET;;Plur
PROBLEMAS;PROPN;;
DE;ADP;;
SALUD;PROPN;;
:;PUNCT;;
SITUACIONES;NOUN;Fem;Plur
ESPECIALES;ADJ;Fem;Sing
QUE;PRON;;
DEBEN;VERB;;Sing
SER;AUX;;
TENIDAS;PRON;;Sing
EN;ADP;;
CUENTA;NOUN;Fem;Sing
:;PUNCT;;
En;ADP;;
las;DET;Fem;Plur
siguientes;ADJ;;Plur
situaciones;NOUN;Fem;Plur
NO;ADV;;
debe;AUX;;Sing
realizarse;VERB;;
esta;DET;Fem;Sing
intervención;NOUN;Fem;Sing
:;PUNCT;;
-;PUNCT;;
Alergia;PROPN;;
conocida;ADJ;Fem;Sing
y/o;CCONJ;;
reacción;NOUN;Fem;Sing
adversa;ADJ;Fem;Sing
previa;ADJ;Fem;Sing
a;ADP;;
los;DET;Masc;Plur
fármacos;NOUN;Masc;Plur
a;ADP;;
administrar;VERB;;
.;PUNCT;;
-;PUNCT;;
Infección;PROPN;;
del;ADP;Masc;Sing
lugar;NOUN;Masc;Sing
de;ADP;;
punción;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
Estados;NOUN;Masc;Plur
infecciosos;ADJ;Masc;Plur
(;PUNCT;;
sépticos;ADJ;Masc;Plur
);PUNCT;;
con;ADP;;
fiebre;NOUN;Fem;Sing
alta;ADJ;Fem;Sing
y;CCONJ;;
malestar;NOUN;Masc;Sing
general;ADJ;;Sing
.;PUNCT;;
-;PUNCT;;
Trastornos;NOUN;Masc;Plur
de;ADP;;
la;DET;Fem;Sing
coagulación;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
sangre;NOUN;Fem;Sing
.;PUNCT;;
OTRAS;DET;Fem;Plur
INFORMACIONES;NOUN;Fem;Plur
DE;ADP;;
INTERÉS;PROPN;;
(;PUNCT;;
a;ADP;;
considerar;VERB;;
por;ADP;;
el/la;DET;Masc;Sing
profesional;NOUN;;Sing
);PUNCT;;
:;PUNCT;;
OTRAS;DET;Fem;Plur
CUESTIONES;NOUN;Fem;Plur
PARA;ADP;;
LAS;DET;Fem;Plur
QUE;PRON;;
LE;PRON;;Sing
PEDIMOS;PROPN;;
SU;DET;;Sing
CONSENTIMIENTO;PROPN;;
:;PUNCT;;
-;PUNCT;;
A;ADP;;
veces;NOUN;;
,;PUNCT;;
durante;ADP;;
la;DET;Fem;Sing
intervención;NOUN;Fem;Sing
,;PUNCT;;
se;PRON;;
producen;VERB;;Plur
hallazgos;NOUN;Masc;Plur
imprevistos;ADJ;Masc;Plur
.;PUNCT;;
Pueden;AUX;;Plur
obligar;VERB;;
a;ADP;;
tener;VERB;;
que;SCONJ;;
modificar;VERB;;
la;DET;Fem;Sing
forma;NOUN;Fem;Sing
de;ADP;;
hacer;VERB;;
la;DET;Fem;Sing
intervención;NOUN;Fem;Sing
y;CCONJ;;
utilizar;VERB;;
variantes;NOUN;Fem;Plur
de;ADP;;
la;DET;Fem;Sing
misma;PRON;Fem;Sing
no;ADV;;
contempladas;VERB;;Sing
inicialmente;ADV;;
.;PUNCT;;
-;PUNCT;;
A;ADP;;
veces;NOUN;;
es;AUX;;Sing
necesario;ADJ;Masc;Sing
tomar;VERB;;
muestras;NOUN;Fem;Plur
biológicas;ADJ;Fem;Plur
para;ADP;;
estudiar;VERB;;
mejor;ADV;;
su;DET;;Sing
caso;NOUN;Masc;Sing
.;PUNCT;;
Pueden;AUX;;Plur
ser;AUX;;
conservadas;VERB;Fem;Plur
y;CCONJ;;
utilizadas;ADJ;Fem;Plur
posteriormente;ADV;;
para;ADP;;
realizar;VERB;;
investigaciones;NOUN;Fem;Plur
relacionadas;ADJ;Fem;Plur
con;ADP;;
la;DET;Fem;Sing
enfermedad;NOUN;Fem;Sing
que;PRON;;
usted;PRON;;Sing
padece;VERB;;Sing
.;PUNCT;;
No;ADV;;
se;PRON;;
usaran;VERB;;Plur
directamente;ADV;;
para;ADP;;
fines;NOUN;Masc;Plur
comerciales;ADJ;;Plur
.;PUNCT;;
Si;SCONJ;;
fueran;AUX;;Plur
a;ADP;;
ser;AUX;;
utilizadas;VERB;Fem;Plur
para;ADP;;
otros;DET;Masc;Plur
fines;NOUN;Masc;Plur
distintos;ADJ;Masc;Plur
se;PRON;;
le;PRON;;Sing
pediría;VERB;;Sing
posteriormente;ADV;;
el;DET;Masc;Sing
consentimiento;NOUN;Masc;Sing
expreso;ADJ;Masc;Sing
para;ADP;;
ello;PRON;Masc;Sing
.;PUNCT;;
Si;SCONJ;;
no;ADV;;
da;VERB;;Sing
su;DET;;Sing
consentimiento;NOUN;Masc;Sing
para;ADP;;
ser;AUX;;
utilizadas;VERB;Fem;Plur
en;ADP;;
investigación;NOUN;Fem;Sing
,;PUNCT;;
las;DET;Fem;Plur
muestras;NOUN;Fem;Plur
se;PRON;;
destruirán;VERB;;Plur
una;DET;Fem;Sing
vez;NOUN;;
dejen;VERB;;Plur
de;ADP;;
ser;AUX;;
útiles;ADJ;;Plur
para;ADP;;
documentar;VERB;;
su;DET;;Sing
caso;NOUN;Masc;Sing
,;PUNCT;;
según;ADP;;
las;DET;Fem;Plur
normas;NOUN;Fem;Plur
del;ADP;Masc;Sing
centro;NOUN;Masc;Sing
.;PUNCT;;
En;ADP;;
cualquier;DET;;Sing
caso;NOUN;Masc;Sing
,;PUNCT;;
se;PRON;;
protegerá;VERB;;Sing
adecuadamente;ADV;;
la;DET;Fem;Sing
confidencialidad;NOUN;Fem;Sing
en;ADP;;
todo;DET;Masc;Sing
momento;NOUN;Masc;Sing
.;PUNCT;;
-;PUNCT;;
También;ADV;;
puede;AUX;;Sing
hacer;VERB;;
falta;NOUN;Fem;Sing
tomar;VERB;;
imágenes;NOUN;Fem;Plur
,;PUNCT;;
como;SCONJ;;
fotos;NOUN;Fem;Plur
o;CCONJ;;
videos;NOUN;Masc;Plur
.;PUNCT;;
Sirven;VERB;;Plur
para;ADP;;
documentar;VERB;;
mejor;ADV;;
el;DET;Masc;Sing
caso;NOUN;Masc;Sing
.;PUNCT;;
También;ADV;;
pueden;AUX;;Plur
usarse;VERB;;
para;ADP;;
fines;NOUN;Masc;Plur
docentes;ADJ;;Plur
de;ADP;;
difusión;NOUN;Fem;Sing
del;ADP;Masc;Sing
conocimiento;NOUN;Masc;Sing
científico;ADJ;Masc;Sing
.;PUNCT;;
En;ADP;;
cualquier;DET;;Sing
caso;NOUN;Masc;Sing
serán;AUX;;Plur
usadas;VERB;Fem;Plur
si;SCONJ;;
usted;PRON;;Sing
da;VERB;;Sing
su;DET;;Sing
autorización;NOUN;Fem;Sing
.;PUNCT;;
Su;DET;;Sing
identidad;NOUN;Fem;Sing
siempre;ADV;;
será;AUX;;Sing
preservada;VERB;Fem;Sing
de;ADP;;
forma;NOUN;Fem;Sing
confidencial;ADJ;;Sing
.;PUNCT;;
1.;NUM;;
DOCUMENTO;NOUN;Masc;Sing
DE;ADP;;
INFORMACIÓN;NOUN;Fem;Sing
PARA;ADP;;
BLOQUEO;PROPN;;
RADICULAR;PROPN;;
SELECTIVO;PROPN;;
1.1;NUM;;
LO;PRON;Masc;Sing
QUE;PRON;;
USTED;PROPN;;
DEBE;VERB;;Sing
SABER;ADJ;Fem;Sing
:;PUNCT;;
EN;ADP;;
QUÉ;PROPN;;
CONSISTE;PROPN;;
.;PUNCT;;
PARA;ADP;;
QUÉ;PROPN;;
SIRVE;PROPN;;
:;PUNCT;;
Con;ADP;;
esta;DET;Fem;Sing
prueba;NOUN;Fem;Sing
intentamos;VERB;;Plur
conocer;VERB;;
el;DET;Masc;Sing
origen;NOUN;Masc;Sing
de;ADP;;
lo;PRON;Masc;Sing
que;PRON;;
le;PRON;;Sing
ocurre;VERB;;Sing
(;PUNCT;;
prueba;NOUN;Fem;Sing
diagnóstica;ADJ;Fem;Sing
);PUNCT;;
.;PUNCT;;
Consiste;VERB;;Sing
en;ADP;;
inyectar;VERB;;
en;ADP;;
la;DET;Fem;Sing
columna;NOUN;Fem;Sing
,;PUNCT;;
con;ADP;;
una;DET;Fem;Sing
aguja;NOUN;Fem;Sing
fina;ADJ;Fem;Sing
,;PUNCT;;
un;DET;Masc;Sing
anestésico;ADJ;Masc;Sing
local;ADJ;;Sing
mezclado;ADJ;Masc;Sing
con;ADP;;
un;DET;Masc;Sing
antiinflamatorio;NOUN;Masc;Sing
.;PUNCT;;
Se;PRON;;
inyecta;VERB;;Sing
a;ADP;;
la;DET;Fem;Sing
salida;NOUN;Fem;Sing
de;ADP;;
una;DET;Fem;Sing
raíz;NOUN;Fem;Sing
nerviosa;ADJ;Fem;Sing
.;PUNCT;;
Se;PRON;;
puede;AUX;;Sing
hacer;VERB;;
a;ADP;;
nivel;NOUN;Masc;Sing
cervical;ADJ;;Sing
,;PUNCT;;
torácico;ADJ;Masc;Sing
o;CCONJ;;
lumbar;VERB;;
.;PUNCT;;
Sirve;VERB;;Sing
para;ADP;;
comprobar;VERB;;
si;SCONJ;;
se;PRON;;
produce;VERB;;Sing
un;DET;Masc;Sing
importante;ADJ;;Sing
alivio;NOUN;Masc;Sing
del;ADP;Masc;Sing
dolor;NOUN;Masc;Sing
al;ADP;Masc;Sing
anestesiar;VERB;;
una;DET;Fem;Sing
raíz;NOUN;Fem;Sing
nerviosa;ADJ;Fem;Sing
.;PUNCT;;
CÓMO;PRON;;
SE;PRON;;
REALIZA;VERB;;Sing
:;PUNCT;;
Se;PRON;;
le;PRON;;Sing
realizará;VERB;;Sing
en;ADP;;
quirófano;NOUN;Masc;Sing
y;CCONJ;;
estará;AUX;;Sing
tumbado/a;ADJ;Masc;Sing
boca;NOUN;;
abajo;ADV;;
si;SCONJ;;
se;PRON;;
hace;VERB;;Sing
en;ADP;;
la;DET;Fem;Sing
columna;NOUN;Fem;Sing
lumbar;VERB;;
y;CCONJ;;
en;ADP;;
la;DET;Fem;Sing
torácica;NOUN;Fem;Sing
o;CCONJ;;
boca;NOUN;Fem;Sing
arriba;ADV;;
si;SCONJ;;
es;AUX;;Sing
en;ADP;;
la;DET;Fem;Sing
columna;NOUN;Fem;Sing
cervical;ADJ;;Sing
.;PUNCT;;
Bajo;ADP;;
el;DET;Masc;Sing
control;NOUN;Masc;Sing
de;ADP;;
un;DET;Masc;Sing
aparato;NOUN;Masc;Sing
de;ADP;;
rayos;NOUN;;
X;NOUN;;
,;PUNCT;;
se;PRON;;
le;PRON;;Sing
inyectarán;VERB;;Plur
pequeñas;ADJ;Fem;Plur
cantidades;NOUN;Fem;Plur
de;ADP;;
contraste;NOUN;Masc;Sing
para;ADP;;
ver;VERB;;
la;DET;Fem;Sing
correcta;ADJ;Fem;Sing
situación;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
aguja;NOUN;Fem;Sing
.;PUNCT;;
En;ADP;;
este;DET;Masc;Sing
momento;NOUN;Masc;Sing
,;PUNCT;;
puede;AUX;;Sing
sentir;VERB;;
dolor;NOUN;Masc;Sing
,;PUNCT;;
que;PRON;;
se;PRON;;
extenderá;VERB;;Sing
al;ADP;Masc;Sing
brazo;NOUN;Masc;Sing
o;CCONJ;;
pierna;NOUN;Fem;Sing
.;PUNCT;;
Su;DET;;Sing
duración;NOUN;Fem;Sing
es;AUX;;Sing
muy;ADV;;
corta;ADJ;Fem;Sing
.;PUNCT;;
Inmediatamente;ADV;;
,;PUNCT;;
se;PRON;;
le;PRON;;Sing
pondrá;VERB;;Sing
el;DET;Masc;Sing
anestésico;ADJ;Masc;Sing
local;ADJ;;Sing
y;CCONJ;;
el;DET;Masc;Sing
corticoide;VERB;;Sing
,;PUNCT;;
para;ADP;;
anestesiar;VERB;;
la;DET;Fem;Sing
raíz;NOUN;Fem;Sing
del;ADP;Masc;Sing
nervio;NOUN;Masc;Sing
.;PUNCT;;
QUÉ;DET;;
EFECTOS;PROPN;;
LE;PRON;;Sing
PRODUCIRÁ;PROPN;;
:;PUNCT;;
Alivio;PROPN;;
temporal;ADJ;;Sing
del;ADP;Masc;Sing
dolor;NOUN;Masc;Sing
en;ADP;;
la;DET;Fem;Sing
zona;NOUN;Fem;Sing
del;ADP;Masc;Sing
cuerpo;NOUN;Masc;Sing
dependiente;ADJ;;Sing
de;ADP;;
la;DET;Fem;Sing
raíz;NOUN;Fem;Sing
nerviosa;ADJ;Fem;Sing
tratada;ADJ;Fem;Sing
.;PUNCT;;
EN;ADP;;
QUÉ;PROPN;;
LE;PRON;;Sing
BENEFICIARÁ;PROPN;;
:;PUNCT;;
En;ADP;;
el;DET;Masc;Sing
tiempo;NOUN;Masc;Sing
que;PRON;;
tenga;VERB;;Sing
controlado;ADJ;Masc;Sing
el;DET;Masc;Sing
dolor;NOUN;Masc;Sing
,;PUNCT;;
tomará;VERB;;Sing
menos;ADV;;
analgésicos;ADJ;Masc;Plur
(;PUNCT;;
pastillas;NOUN;Fem;Plur
);PUNCT;;
y;CCONJ;;
facilitará;VERB;;Sing
realizar;VERB;;
otras;DET;Fem;Plur
pruebas;NOUN;Fem;Plur
para;ADP;;
su;DET;;Sing
tratamiento;NOUN;Masc;Sing
.;PUNCT;;
OTRAS;DET;Fem;Plur
ALTERNATIVAS;NOUN;Masc;Sing
DISPONIBLES;NOUN;Masc;Sing
EN;ADP;;
SU;DET;;Sing
CASO;NOUN;Masc;Sing
:;PUNCT;;
Depende;VERB;;Sing
de;ADP;;
cada;DET;;Sing
caso;NOUN;Masc;Sing
particular;ADJ;;Sing
:;PUNCT;;
se;PRON;;
puede;AUX;;Sing
tratar;VERB;;
con;ADP;;
analgésicos;NOUN;Masc;Plur
(;PUNCT;;
pastillas;NOUN;Fem;Plur
);PUNCT;;
a;ADP;;
dosis;NOUN;Fem;
elevadas;ADJ;Fem;Plur
,;PUNCT;;
inyectarle;VERB;;Sing
la;DET;Fem;Sing
medicación;NOUN;Fem;Sing
directamente;ADV;;
en;ADP;;
las;DET;Fem;Plur
zonas;NOUN;Fem;Plur
dolorosas;ADJ;Fem;Plur
(;PUNCT;;
infiltración;NOUN;Fem;Sing
);PUNCT;;
,;PUNCT;;
o;CCONJ;;
bien;ADV;;
,;PUNCT;;
aplicar;VERB;;
estimulación;NOUN;Fem;Sing
eléctrica;ADJ;Fem;Sing
transcutánea;ADJ;Fem;Sing
(;PUNCT;;
TENS;PROPN;;
);PUNCT;;
o;CCONJ;;
radiofrecuencia;NOUN;Fem;Sing
.;PUNCT;;
En;ADP;;
su;DET;;Sing
caso;NOUN;Masc;Sing
:;PUNCT;;
QUÉ;PROPN;;
RIESGOS;PROPN;;
TIENE;PROPN;;
:;PUNCT;;
Cualquier;DET;;Sing
actuación;NOUN;Fem;Sing
médica;ADJ;Fem;Sing
tiene;VERB;;Sing
riesgos;NOUN;Masc;Plur
.;PUNCT;;
La;DET;Fem;Sing
mayor;ADJ;;Sing
parte;NOUN;Fem;Sing
de;ADP;;
las;DET;Fem;Plur
veces;NOUN;Fem;Plur
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
no;ADV;;
se;PRON;;
materializan;VERB;;Plur
,;PUNCT;;
y;CCONJ;;
la;DET;Fem;Sing
intervención;NOUN;Fem;Sing
no;ADV;;
produce;VERB;;Sing
daños;NOUN;Masc;Plur
o;CCONJ;;
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
indeseables;ADJ;;Plur
.;PUNCT;;
Pero;CCONJ;;
a;ADP;;
veces;NOUN;;
no;ADV;;
es;AUX;;Sing
así;ADV;;
.;PUNCT;;
Por;ADP;;
eso;PRON;;Sing
es;AUX;;Sing
importante;ADJ;;Sing
que;SCONJ;;
usted;PRON;;Sing
conozca;VERB;;Sing
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
que;PRON;;
pueden;AUX;;Plur
aparecer;VERB;;
en;ADP;;
este;DET;Masc;Sing
proceso;NOUN;Masc;Sing
o;CCONJ;;
intervención;NOUN;Fem;Sing
.;PUNCT;;
Son;AUX;;Plur
POCO;ADV;;
FRECUENTES;ADJ;;Plur
y;CCONJ;;
en;ADP;;
general;NOUN;;
leves;ADJ;;Plur
:;PUNCT;;
-;PUNCT;;
Mareo;PROPN;;
:;PUNCT;;
suele;VERB;;Sing
darse;VERB;;
en;ADP;;
algunas;DET;Fem;Plur
personas;NOUN;Fem;Plur
ante;ADP;;
determinadas;ADJ;Fem;Plur
situaciones;NOUN;Fem;Plur
(;PUNCT;;
análisis;NOUN;Masc;
,;PUNCT;;
visión;NOUN;Fem;Sing
de;ADP;;
sangre;NOUN;Fem;Sing
,;PUNCT;;
dolor;NOUN;Masc;Sing
,;PUNCT;;
etc;PUNCT;;
.;PUNCT;;
);PUNCT;;
.;PUNCT;;
Produce;VERB;;Sing
sensación;NOUN;Fem;Sing
de;ADP;;
calor;NOUN;Masc;Sing
,;PUNCT;;
sudor;NOUN;Masc;Sing
y;CCONJ;;
desvanecimiento;NOUN;Masc;Sing
.;PUNCT;;
Aunque;SCONJ;;
no;ADV;;
es;AUX;;Sing
grave;ADJ;;Sing
,;PUNCT;;
debe;AUX;;Sing
avisarnos;VERB;;Plur
si;SCONJ;;
nota;VERB;;Sing
estos;DET;Masc;Plur
síntomas;NOUN;Masc;Plur
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
MÁS;ADV;;
FRECUENTES;NOUN;Masc;Plur
:;PUNCT;;
Molestias;NOUN;Fem;Plur
locales;ADJ;;Plur
en;ADP;;
el;DET;Masc;Sing
lugar;NOUN;Masc;Sing
de;ADP;;
punción;NOUN;Fem;Sing
,;PUNCT;;
que;PRON;;
ceden;VERB;;Plur
en;ADP;;
pocas;DET;Fem;Plur
horas;NOUN;Fem;Plur
con;ADP;;
analgésicos;NOUN;Masc;Plur
habituales;ADJ;;Plur
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
MÁS;ADV;;
GRAVES;ADJ;;Plur
:;PUNCT;;
Suele;VERB;;Sing
ser;AUX;;
muy;ADV;;
poco;ADV;;
frecuente;ADJ;;Sing
.;PUNCT;;
Lesión;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
raíz;NOUN;Fem;Sing
,;PUNCT;;
bien;ADV;;
por;ADP;;
la;DET;Fem;Sing
punción;NOUN;Fem;Sing
o;CCONJ;;
por;ADP;;
la;DET;Fem;Sing
medicación;NOUN;Fem;Sing
inyectada;ADJ;Fem;Sing
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
DERIVADOS;PROPN;;
DE;ADP;;
SUS;DET;;Plur
PROBLEMAS;PROPN;;
DE;ADP;;
SALUD;PROPN;;
:;PUNCT;;
SITUACIONES;NOUN;Fem;Plur
ESPECIALES;ADJ;Fem;Sing
QUE;PRON;;
DEBEN;VERB;;Sing
SER;AUX;;
TENIDAS;PRON;;Sing
EN;ADP;;
CUENTA;NOUN;Fem;Sing
:;PUNCT;;
Si;SCONJ;;
es;AUX;;Sing
alérgico;ADJ;Masc;Sing
al;ADP;Masc;Sing
contraste;NOUN;Masc;Sing
o;CCONJ;;
ha;AUX;;Sing
tenido;VERB;Masc;Sing
algún;DET;Masc;Sing
problema;NOUN;Masc;Sing
en;ADP;;
alguna;DET;Fem;Sing
exploración;NOUN;Fem;Sing
radiológica;ADJ;Fem;Sing
comuníquelo;NOUN;Masc;Sing
al/a;ADP;Masc;Sing
la;DET;Fem;Sing
médico;NOUN;Masc;Sing
.;PUNCT;;
En;ADP;;
las;DET;Fem;Plur
siguientes;ADJ;;Plur
situaciones;NOUN;Fem;Plur
NO;ADV;;
debe;AUX;;Sing
realizarse;VERB;;
esta;DET;Fem;Sing
intervención;NOUN;Fem;Sing
:;PUNCT;;
-;PUNCT;;
Alergia;PROPN;;
conocida;ADJ;Fem;Sing
a;ADP;;
los;DET;Masc;Plur
fármacos;NOUN;Masc;Plur
a;ADP;;
usar;VERB;;
.;PUNCT;;
-;PUNCT;;
Infección;PROPN;;
del;ADP;Masc;Sing
lugar;NOUN;Masc;Sing
de;ADP;;
punción;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
Estados;NOUN;Masc;Plur
infecciosos;ADJ;Masc;Plur
(;PUNCT;;
sépticos;ADJ;Masc;Plur
);PUNCT;;
con;ADP;;
fiebre;NOUN;Fem;Sing
alta;ADJ;Fem;Sing
y;CCONJ;;
malestar;NOUN;Masc;Sing
general;ADJ;;Sing
.;PUNCT;;
-;PUNCT;;
Trastornos;NOUN;Masc;Plur
de;ADP;;
la;DET;Fem;Sing
coagulación;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
Embarazo;PROPN;;
.;PUNCT;;
OTRAS;DET;Fem;Plur
INFORMACIONES;NOUN;Fem;Plur
DE;ADP;;
INTERÉS;PROPN;;
(;PUNCT;;
a;ADP;;
considerar;VERB;;
por;ADP;;
el/la;DET;Masc;Sing
profesional;NOUN;;Sing
);PUNCT;;
:;PUNCT;;
OTRAS;DET;Fem;Plur
CUESTIONES;NOUN;Fem;Plur
PARA;ADP;;
LAS;DET;Fem;Plur
QUE;PRON;;
LE;PRON;;Sing
PEDIMOS;PROPN;;
SU;DET;;Sing
CONSENTIMIENTO;PROPN;;
