token,gold_pos,gold_genero,gold_numero,spacy_pos,spacy_genero,spacy_numero,stanza_pos,stanza_genero,stanza_numero
anestésico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
provoca,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
que,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
no,ADV,-,-,ADV,-,-,ADV,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
produzca,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
dolor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
zona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Se,PRON,-,-,PRON,-,-,PRON,-,-
hace,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
inyectando,VERB,-,-,VERB,-,-,VERB,-,-
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
anestésico,NOUN,Masc,Sing,ADJ,Masc,Sing,NOUN,Masc,Sing
local,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
parte,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
posterior,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
espalda,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
cerca,ADV,-,-,ADV,-,-,ADV,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
columna,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
CÓMO,ADV,-,-,PRON,-,-,ADV,-,-
SE,PRON,-,-,PRON,-,-,PRON,-,-
REALIZA,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
El,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
bloqueo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
anestésico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
se,PRON,-,-,PRON,-,-,PRON,-,-
realiza,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
introduciendo,VERB,-,-,VERB,-,-,VERB,-,-
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
aguja,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
fina,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
hasta,ADP,-,-,ADP,-,-,ADP,-,-
localizar,VERB,-,-,VERB,-,-,VERB,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
zona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
adecuada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Luego,ADV,-,-,ADV,-,-,ADV,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
inyecta,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
anestésico,NOUN,Masc,Sing,ADJ,Masc,Sing,NOUN,Masc,Sing
local,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
En,ADP,-,-,ADP,-,-,ADP,-,-
algunas,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
ocasiones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
es,VERB,-,Sing,AUX,-,Sing,AUX,-,Sing
necesario,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
dejar,VERB,-,-,VERB,-,-,VERB,-,-
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
catéter,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
tubo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
plástico,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
muy,ADV,-,-,ADV,-,-,ADV,-,-
fino,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
con,ADP,-,-,ADP,-,-,ADP,-,-
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
administración,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
continua,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
anestésico,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Para,ADP,-,-,ADP,-,-,ADP,-,-
localizar,VERB,-,-,VERB,-,-,VERB,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
zona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
adecuada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
se,PRON,-,-,PRON,-,-,PRON,-,-
utilizan,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
pequeñas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
cantidades,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
contraste,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
radiológico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
A,ADP,-,-,ADP,-,-,ADP,-,-
través,NOUN,Masc,-,NOUN,-,-,NOUN,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
vena,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
se,PRON,-,-,PRON,-,-,PRON,-,-
le,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
administrará,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
sedante,NOUN,Masc,Sing,ADJ,-,Sing,NOUN,Masc,Sing
suave,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
para,ADP,-,-,ADP,-,-,ADP,-,-
aumentar,VERB,-,-,VERB,-,-,VERB,-,-
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
comodidad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
QUÉ,DET,-,-,DET,-,-,DET,-,-
EFECTOS,NOUN,Masc,Plur,PROPN,-,-,NOUN,Masc,Plur
LE,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
PRODUCIRÁ,VERB,-,Sing,PROPN,-,-,VERB,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Alivio,NOUN,Masc,Sing,PROPN,-,-,NOUN,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
dolor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
zona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
afectada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
En,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
bloqueo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
anestésico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
simpático,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
lumbar,NOUN,Masc,Sing,VERB,-,-,NOUN,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
notará,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
usted,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
que,SCONJ,-,-,PRON,-,-,SCONJ,-,-
aumenta,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
temperatura,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
piel,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
pierna,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
lado,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
donde,ADV,-,-,PRON,-,-,ADV,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
ha,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
realizado,VERB,-,-,VERB,Masc,Sing,VERB,Masc,Sing
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
bloqueo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
manteniendo,VERB,-,-,VERB,-,-,VERB,-,-
sensación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
calor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
EN,ADP,-,-,ADP,-,-,ADP,-,-
QUÉ,PRON,-,Sing,PROPN,-,-,PRON,-,Sing
LE,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
BENEFICIARÁ,VERB,-,Sing,PROPN,-,-,VERB,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Al,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
disminuir,VERB,-,-,VERB,-,-,VERB,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
dolor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
síntomas,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
tendrá,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
que,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
tomar,VERB,-,-,VERB,-,-,VERB,-,-
menos,ADV,-,-,ADV,-,-,ADV,-,-
pastillas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
para,ADP,-,-,ADP,-,-,ADP,-,-
controlarlos,VERB,Masc,Plur,VERB,Masc,Plur,VERB,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
OTRAS,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
ALTERNATIVAS,NOUN,Fem,Plur,NOUN,Masc,Sing,NOUN,Fem,Plur
DISPONIBLES,ADJ,-,Plur,NOUN,Masc,Sing,ADJ,-,Plur
EN,ADP,-,-,ADP,-,-,ADP,-,-
SU,DET,-,Sing,DET,-,Sing,DET,-,Sing
CASO,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Se,PRON,-,-,PRON,-,-,PRON,-,-
podría,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
continuar,VERB,-,-,VERB,-,-,VERB,-,-
con,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
mismo,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
tratamiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
analgésico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
que,PRON,-,-,PRON,-,-,PRON,-,-
ya,ADV,-,-,ADV,-,-,ADV,-,-
toma,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
pero,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
dosis,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
elevadas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Otra,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
posibilidad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
sería,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
poner,VERB,-,-,VERB,-,-,VERB,-,-
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
catéter,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
epidural,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
subaracnoideo,ADJ,Masc,Sing,ADJ,-,Plur,ADJ,Masc,Sing
para,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
administración,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
continua,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
analgésicos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
En,ADP,-,-,ADP,-,-,ADP,-,-
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
caso,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
QUÉ,DET,-,-,PROPN,-,-,PROPN,-,-
RIESGOS,NOUN,Masc,Plur,PROPN,-,-,NOUN,Masc,Plur
TIENE,VERB,-,Sing,PROPN,-,-,VERB,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Cualquier,DET,-,Sing,DET,-,Sing,DET,-,Sing
actuación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
médica,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
tiene,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
riesgos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
La,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
mayor,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
parte,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
las,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
veces,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
riesgos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
no,ADV,-,-,ADV,-,-,ADV,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
materializan,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
intervención,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
no,ADV,-,-,ADV,-,-,ADV,-,-
produce,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
daños,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
efectos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
secundarios,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
indeseables,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Pero,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
veces,NOUN,Fem,Plur,NOUN,-,-,NOUN,-,-
no,ADV,-,-,ADV,-,-,ADV,-,-
es,VERB,-,Sing,AUX,-,Sing,AUX,-,Sing
así,ADV,-,-,ADV,-,-,ADV,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Por,ADP,-,-,ADP,-,-,ADP,-,-
eso,PRON,Masc,Sing,PRON,-,Sing,PRON,-,Sing
es,VERB,-,Sing,AUX,-,Sing,AUX,-,Sing
importante,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
que,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
usted,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
conozca,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
riesgos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
que,PRON,-,-,PRON,-,-,PRON,-,-
pueden,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
aparecer,VERB,-,-,VERB,-,-,VERB,-,-
en,ADP,-,-,ADP,-,-,ADP,-,-
este,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
proceso,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
intervención,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
LOS,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
MÁS,ADV,-,-,ADV,-,-,ADV,-,-
FRECUENTES,ADJ,-,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Las,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
complicaciones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
en,ADP,-,-,ADP,-,-,ADP,-,-
este,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
procedimiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
son,VERB,-,Plur,AUX,-,Plur,AUX,-,Plur
excepcionales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Dolor,NOUN,Masc,Sing,PROPN,-,-,NOUN,Masc,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
zona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
punción,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
que,PRON,-,-,PRON,-,-,PRON,-,-
normalmente,ADV,-,-,ADV,-,-,ADV,-,-
es,VERB,-,Sing,AUX,-,Sing,AUX,-,Sing
pasajero,ADJ,Masc,Sing,ADJ,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Hematoma,NOUN,Masc,Sing,VERB,-,Sing,PROPN,-,-
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
zona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
punción,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
LOS,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
MÁS,ADV,-,-,ADV,-,-,ADV,-,-
GRAVES,ADJ,-,Plur,ADJ,-,Plur,NOUN,Masc,Plur
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Muy,ADV,-,-,ADV,-,-,ADV,-,-
poco,ADV,-,-,ADV,-,-,ADV,-,-
frecuentes,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
pero,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
que,PRON,-,-,PRON,-,-,PRON,-,-
pudieran,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
ser,VERB,-,-,AUX,-,-,AUX,-,-
más,ADV,-,-,ADV,-,-,ADV,-,-
graves,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
son,VERB,-,Plur,AUX,-,Plur,AUX,-,Plur
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
En,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
Bloqueo,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
Simpático,ADJ,Masc,Sing,PROPN,-,-,PROPN,-,-
Lumbar,ADJ,-,Sing,PROPN,-,-,PROPN,-,-
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Hemorragia,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,-,-
por,ADP,-,-,ADP,-,-,ADP,-,-
punción,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
algún,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
vaso,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
sanguíneo,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
grueso,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
abdomen,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
pelvis,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Dolor,NOUN,Masc,Sing,VERB,-,Sing,NOUN,Masc,Sing
lumbar,ADJ,-,Sing,VERB,-,-,ADJ,-,Sing
duradero,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
zona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
punción,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
En,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
Bloqueo,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
Simpático,ADJ,Masc,Sing,PROPN,-,-,PROPN,-,-
Torácico,ADJ,Masc,Sing,PROPN,-,-,PROPN,-,-
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Dificultad,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
respiratoria,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
por,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
entrada,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
aire,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
cavidad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
pleural,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
pulmón,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
neumotórax,NOUN,Masc,Sing,PROPN,-,-,NOUN,Masc,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
En,ADP,-,-,ADP,-,-,ADP,-,-
ocasiones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
puede,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
precisar,VERB,-,-,VERB,-,-,VERB,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
colocación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
tubo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
drenaje,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
para,ADP,-,-,ADP,-,-,ADP,-,-
tratarlo,VERB,Masc,Sing,VERB,Masc,Sing,VERB,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Paso,NOUN,Masc,Sing,VERB,-,Sing,NOUN,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
anestésico,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
al,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
líquido,NOUN,Masc,Sing,ADJ,Masc,Sing,NOUN,Masc,Sing
