Token;POS;Género;Número
una;DET;Fem;Sing
enfermedad;NOUN;Fem;Sing
cardíaca;ADJ;Fem;Sing
.;PUNCT;;
EN;ADP;;
QUÉ;PRON;;
LE;PRON;;Sing
BENEFICIARÁ;VERB;;Sing
:;PUNCT;;
Esta;DET;Fem;Sing
técnica;NOUN;Fem;Sing
aporta;VERB;;Sing
datos;NOUN;Masc;Plur
muy;ADV;;
útiles;ADJ;;Plur
cuando;SCONJ;;
otra;DET;Fem;Sing
exploración;NOUN;Fem;Sing
más;ADV;;
tradicional;ADJ;;Sing
no;ADV;;
es;VERB;;Sing
suficiente;ADJ;;Sing
,;PUNCT;;
por;ADP;;
lo;PRON;Masc;Sing
que;PRON;;
contribuye;VERB;;Sing
a;ADP;;
un;DET;Masc;Sing
buen;ADJ;Masc;Sing
diagnóstico;NOUN;Masc;Sing
y;CCONJ;;
tratamiento;NOUN;Masc;Sing
de;ADP;;
su;DET;;Sing
enfermedad;NOUN;Fem;Sing
si;SCONJ;;
se;PRON;;
detectara;VERB;;Sing
.;PUNCT;;
OTRAS;DET;Fem;Plur
ALTERNATIVAS;NOUN;Fem;Plur
DISPONIBLES;ADJ;;Plur
EN;ADP;;
SU;DET;;Sing
CASO;NOUN;Masc;Sing
:;PUNCT;;
Esta;DET;Fem;Sing
exploración;NOUN;Fem;Sing
está;VERB;;Sing
indicada;ADJ;Fem;Sing
preferentemente;ADV;;
en;ADP;;
su;DET;;Sing
caso;NOUN;Masc;Sing
.;PUNCT;;
En;ADP;;
algunos;DET;Masc;Plur
casos;NOUN;Masc;Plur
se;PRON;;
pueden;AUX;;Plur
utilizar;VERB;;
otras;DET;Fem;Plur
técnicas;NOUN;Fem;Plur
como;ADP;;
la;DET;Fem;Sing
Medicina;NOUN;Fem;Sing
Nuclear;ADJ;;Sing
con;ADP;;
estrés;NOUN;Masc;Sing
farmacológico;ADJ;Masc;Sing
o;CCONJ;;
la;DET;Fem;Sing
prueba;NOUN;Fem;Sing
de;ADP;;
esfuerzo;NOUN;Masc;Sing
,;PUNCT;;
pero;CCONJ;;
todas;PRON;Fem;Plur
tienen;VERB;;Plur
los;DET;Masc;Plur
mismos;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
e;CCONJ;;
incomodidades;NOUN;Fem;Plur
y;CCONJ;;
pueden;AUX;;Plur
ser;VERB;;
menos;ADV;;
fiables;ADJ;;Plur
para;ADP;;
establecer;VERB;;
el;DET;Masc;Sing
diagnóstico;NOUN;Masc;Sing
.;PUNCT;;
En;ADP;;
su;DET;;Sing
caso;NOUN;Masc;Sing
:;PUNCT;;
QUÉ;DET;;
RIESGOS;NOUN;Masc;Plur
TIENE;VERB;;Sing
:;PUNCT;;
Cualquier;DET;;Sing
actuación;NOUN;Fem;Sing
médica;ADJ;Fem;Sing
tiene;VERB;;Sing
riesgos;NOUN;Masc;Plur
.;PUNCT;;
La;DET;Fem;Sing
mayor;ADJ;;Sing
parte;NOUN;Fem;Sing
de;ADP;;
las;DET;Fem;Plur
veces;NOUN;Fem;Plur
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
no;ADV;;
se;PRON;;
materializan;VERB;;Plur
,;PUNCT;;
y;CCONJ;;
la;DET;Fem;Sing
intervención;NOUN;Fem;Sing
no;ADV;;
produce;VERB;;Sing
daños;NOUN;Masc;Plur
o;CCONJ;;
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
indeseables;ADJ;;Plur
.;PUNCT;;
Pero;CCONJ;;
a;ADP;;
veces;NOUN;Fem;Sing
no;ADV;;
es;VERB;;Sing
así;ADV;;
.;PUNCT;;
Por;ADP;;
eso;PRON;Masc;Sing
es;VERB;;Sing
importante;ADJ;;Sing
que;SCONJ;;
usted;PRON;;Sing
conozca;VERB;;Sing
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
que;PRON;;
pueden;AUX;;Plur
aparecer;VERB;;
en;ADP;;
este;DET;Masc;Sing
proceso;NOUN;Masc;Sing
o;CCONJ;;
intervención;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
MÁS;ADV;;
FRECUENTES;ADJ;;Plur
:;PUNCT;;
En;ADP;;
general;NOUN;;Sing
son;VERB;;Plur
problemas;NOUN;Masc;Plur
leves;ADJ;;Plur
como;ADP;;
:;PUNCT;;
-;PUNCT;;
Dolor;NOUN;Masc;Sing
de;ADP;;
cabeza;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
Sensación;NOUN;Fem;Sing
de;ADP;;
hormigueo;NOUN;Masc;Sing
.;PUNCT;;
-;PUNCT;;
Temblor;NOUN;Masc;Sing
.;PUNCT;;
-;PUNCT;;
Nauseas;NOUN;Fem;Plur
.;PUNCT;;
-;PUNCT;;
Palpitaciones;NOUN;Fem;Plur
.;PUNCT;;
-;PUNCT;;
Dolor;NOUN;Masc;Sing
en;ADP;;
el;DET;Masc;Sing
pecho;NOUN;Masc;Sing
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
MÁS;ADV;;
GRAVES;ADJ;;Plur
:;PUNCT;;
En;ADP;;
general;NOUN;;Sing
son;VERB;;Plur
muy;ADV;;
poco;ADV;;
frecuentes;ADJ;;Plur
.;PUNCT;;
Al;ADP;Masc;Sing
igual;ADJ;;
que;SCONJ;;
con;ADP;;
otras;DET;Fem;Plur
pruebas;NOUN;Fem;Plur
en;ADP;;
las;DET;Fem;Plur
que;PRON;;
se;PRON;;
esfuerce;VERB;;Sing
su;DET;;Sing
corazón;NOUN;Masc;Sing
,;PUNCT;;
excepcionalmente;ADV;;
puede;AUX;;Sing
producirse;VERB;;
:;PUNCT;;
-;PUNCT;;
Un;DET;Masc;Sing
infarto;NOUN;Masc;Sing
de;ADP;;
miocardio;NOUN;Masc;Sing
,;PUNCT;;
aunque;SCONJ;;
el;DET;Masc;Sing
personal;NOUN;Masc;Sing
que;PRON;;
realiza;VERB;;Sing
la;DET;Fem;Sing
prueba;NOUN;Fem;Sing
está;VERB;;Sing
preparado;ADJ;Masc;Sing
para;ADP;;
tomar;VERB;;
las;DET;Fem;Plur
medidas;NOUN;Fem;Plur
oportunas;ADJ;Fem;Plur
en;ADP;;
estos;DET;Masc;Plur
casos;NOUN;Masc;Plur
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
DERIVADOS;NOUN;Masc;Plur
DE;ADP;;
SUS;DET;;Plur
PROBLEMAS;NOUN;Masc;Plur
DE;ADP;;
SALUD;NOUN;Fem;Sing
:;PUNCT;;
SITUACIONES;NOUN;Fem;Plur
ESPECIALES;ADJ;;Plur
QUE;SCONJ;;
DEBEN;AUX;;Plur
SER;VERB;;
TENIDAS;NOUN;Fem;Plur
EN;ADP;;
CUENTA;NOUN;Fem;Sing
:;PUNCT;;
No;ADV;;
se;PRON;;
recomienda;VERB;;Sing
en;ADP;;
pacientes;NOUN;;Plur
con;ADP;;
síndrome;NOUN;Masc;Sing
coronario;ADJ;Masc;Sing
no;ADV;;
estabilizado;ADJ;Masc;Sing
,;PUNCT;;
insuficiencia;NOUN;Fem;Sing
cardíaca;ADJ;Fem;Sing
descompensada;ADJ;Fem;Sing
,;PUNCT;;
arritmias;NOUN;Fem;Plur
complejas;ADJ;Fem;Plur
,;PUNCT;;
bloqueo;NOUN;Masc;Sing
AV;NOUN;;
de;ADP;;
alto;ADJ;Masc;Sing
grado;NOUN;Masc;Sing
,;PUNCT;;
hipertensión;NOUN;Fem;Sing
severa;ADJ;Fem;Sing
o;CCONJ;;
hipotensión;NOUN;Fem;Sing
y;CCONJ;;
en;ADP;;
pacientes;NOUN;;Plur
con;ADP;;
deficiente;ADJ;;Sing
ventana;NOUN;Fem;Sing
ultrasónica;ADJ;Fem;Sing
.;PUNCT;;
Pueden;AUX;;Plur
existir;VERB;;
circunstancias;NOUN;Fem;Plur
que;PRON;;
aumenten;VERB;;Plur
la;DET;Fem;Sing
frecuencia;NOUN;Fem;Sing
y;CCONJ;;
gravedad;NOUN;Fem;Sing
de;ADP;;
riesgos;NOUN;Masc;Plur
y;CCONJ;;
complicaciones;NOUN;Fem;Plur
a;ADP;;
causa;NOUN;Fem;
de;ADP;;
enfermedades;NOUN;Fem;Plur
que;PRON;;
usted;PRON;;Sing
ya;ADV;;
padece;VERB;;Sing
.;PUNCT;;
Para;ADP;;
ser;VERB;;
valoradas;ADJ;Fem;Plur
debe;AUX;;Sing
informar;VERB;;
a;ADP;;
su;DET;;Sing
médico;NOUN;Masc;Sing
de;ADP;;
sus;DET;;Plur
posibles;ADJ;;Plur
alergias;NOUN;Fem;Plur
medicamentosas;ADJ;Fem;Plur
,;PUNCT;;
alteraciones;NOUN;Fem;Plur
de;ADP;;
la;DET;Fem;Sing
coagulación;NOUN;Fem;Sing
,;PUNCT;;
enfermedades;NOUN;Fem;Plur
,;PUNCT;;
medicaciones;NOUN;Fem;Plur
actuales;ADJ;;Plur
o;CCONJ;;
cualquier;DET;;Sing
otra;DET;Fem;Sing
circunstancia;NOUN;Fem;Sing
.;PUNCT;;
1.;NUM;;
DOCUMENTO;NOUN;Masc;Sing
DE;ADP;;
INFORMACIÓN;NOUN;Fem;Sing
PARA;ADP;;
ECOCARDIOGRAFÍA;NOUN;Fem;Sing
TRANSESOFÁGICA;ADJ;Fem;Sing
1.1;NUM;;
LO;PRON;Masc;Sing
QUE;SCONJ;;
USTED;PRON;;Sing
DEBE;VERB;;Sing
SABER;VERB;;
:;PUNCT;;
EN;ADP;;
QUÉ;PRON;;
CONSISTE;VERB;;Sing
.;PUNCT;;
PARA;ADP;;
QUÉ;PRON;;
SIRVE;VERB;;Sing
:;PUNCT;;
Es;VERB;;Sing
una;DET;Fem;Sing
prueba;NOUN;Fem;Sing
diagnóstica;ADJ;Fem;Sing
para;ADP;;
pacientes;NOUN;;Plur
con;ADP;;
enfermedades;NOUN;Fem;Plur
del;ADP;Masc;Sing
corazón;NOUN;Masc;Sing
,;PUNCT;;
de;ADP;;
la;DET;Fem;Sing
aorta;NOUN;Fem;Sing
o;CCONJ;;
con;ADP;;
sospecha;NOUN;Fem;Sing
de;ADP;;
ellas;PRON;Fem;Plur
.;PUNCT;;
Permite;VERB;;Sing
obtener;VERB;;
imágenes;NOUN;Fem;Plur
del;ADP;Masc;Sing
corazón;NOUN;Masc;Sing
mediante;ADP;;
ultrasonidos;NOUN;Masc;Plur
,;PUNCT;;
y;CCONJ;;
sirve;VERB;;Sing
para;ADP;;
detectar;VERB;;
y;CCONJ;;
valorar;VERB;;
la;DET;Fem;Sing
presencia;NOUN;Fem;Sing
de;ADP;;
lesiones;NOUN;Fem;Plur
en;ADP;;
su;DET;;Sing
interior;NOUN;Masc;Sing
o;CCONJ;;
en;ADP;;
estructuras;NOUN;Fem;Plur
muy;ADV;;
próximas;ADJ;Fem;Plur
.;PUNCT;;
CÓMO;PRON;;
SE;PRON;;
REALIZA;VERB;;Sing
:;PUNCT;;
Con;ADP;;
el;DET;Masc;Sing
paciente;NOUN;;Sing
en;ADP;;
ayunas;NOUN;Fem;Plur
y;CCONJ;;
tumbado;ADJ;Masc;Sing
.;PUNCT;;
Se;PRON;;
le;PRON;;Sing
aplica;VERB;;Sing
anestesia;NOUN;Fem;Sing
local;ADJ;;Sing
en;ADP;;
la;DET;Fem;Sing
garganta;NOUN;Fem;Sing
y;CCONJ;;
en;ADP;;
algunos;DET;Masc;Plur
casos;NOUN;Masc;Plur
se;PRON;;
efectúa;VERB;;Sing
una;DET;Fem;Sing
sedación;NOUN;Fem;Sing
suave;ADJ;;Sing
.;PUNCT;;
Se;PRON;;
introduce;VERB;;Sing
despacio;ADV;;
una;DET;Fem;Sing
sonda;NOUN;Fem;Sing
(;PUNCT;;
tubo;NOUN;Masc;Sing
largo;ADJ;Masc;Sing
y;CCONJ;;
flexible;ADJ;;Sing
);PUNCT;;
por;ADP;;
la;DET;Fem;Sing
boca;NOUN;Fem;Sing
hasta;ADP;;
que;SCONJ;;
su;DET;;Sing
extremo;NOUN;Masc;Sing
llegue;VERB;;Sing
al;ADP;Masc;Sing
esófago;NOUN;Masc;Sing
.;PUNCT;;
Una;DET;Fem;Sing
vez;NOUN;Fem;Sing
colocada;ADJ;Fem;Sing
correctamente;ADV;;
se;PRON;;
ven;VERB;;Plur
y;CCONJ;;
se;PRON;;
graban;VERB;;Plur
las;DET;Fem;Plur
imágenes;NOUN;Fem;Plur
obtenidas;ADJ;Fem;Plur
.;PUNCT;;
Finalizado;ADJ;Masc;Sing
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
se;PRON;;
retira;VERB;;Sing
la;DET;Fem;Sing
sonda;NOUN;Fem;Sing
.;PUNCT;;
Conviene;VERB;;Sing
prolongar;VERB;;
el;DET;Masc;Sing
ayuno;NOUN;Masc;Sing
varias;DET;Fem;Plur
horas;NOUN;Fem;Plur
tras;ADP;;
esta;DET;Fem;Sing
exploración;NOUN;Fem;Sing
.;PUNCT;;
QUÉ;DET;;
EFECTOS;NOUN;Masc;Plur
LE;PRON;;Sing
PRODUCIRÁ;VERB;;Sing
:;PUNCT;;
La;DET;Fem;Sing
molestia;NOUN;Fem;Sing
principal;ADJ;;Sing
es;VERB;;Sing
la;DET;Fem;Sing
náusea;NOUN;Fem;Sing
(;PUNCT;;
ganas;NOUN;Fem;Plur
de;ADP;;
vomitar;VERB;;
);PUNCT;;
producida;ADJ;Fem;Sing
por;ADP;;
la;DET;Fem;Sing
presencia;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
sonda;NOUN;Fem;Sing
en;ADP;;
la;DET;Fem;Sing
garganta;NOUN;Fem;Sing
.;PUNCT;;
También;ADV;;
se;PRON;;
puede;AUX;;Sing
producir;VERB;;
salivación;NOUN;Fem;Sing
abundante;ADJ;;Sing
y;CCONJ;;
puede;AUX;;Sing
notar;VERB;;
ligeros;ADJ;Masc;Plur
movimientos;NOUN;Masc;Plur
de;ADP;;
la;DET;Fem;Sing
sonda;NOUN;Fem;Sing
en;ADP;;
su;DET;;Sing
interior;NOUN;Masc;Sing
.;PUNCT;;
EN;ADP;;
QUÉ;PRON;;Sing
LE;PRON;;Sing
BENEFICIARÁ;VERB;;Sing
:;PUNCT;;
En;ADP;;
su;DET;;Sing
estado;NOUN;Masc;Sing
clínico;ADJ;Masc;Sing
actual;ADJ;;Sing
,;PUNCT;;
los;DET;Masc;Plur
beneficios;NOUN;Masc;Plur
derivados;ADJ;Masc;Plur
de;ADP;;
la;DET;Fem;Sing
realización;NOUN;Fem;Sing
de;ADP;;
esta;DET;Fem;Sing
prueba;NOUN;Fem;Sing
superan;VERB;;Plur
los;DET;Masc;Plur
posibles;ADJ;;Plur
riesgos;NOUN;Masc;Plur
.;PUNCT;;
Por;ADP;;
lo;PRON;Masc;Sing
que;PRON;;
se;PRON;;
le;PRON;;Sing
indica;VERB;;Sing
la;DET;Fem;Sing
conveniencia;NOUN;Fem;Sing
de;ADP;;
que;SCONJ;;
le;PRON;;Sing
sea;AUX;;Sing
practicada;VERB;Fem;Sing
para;ADP;;
valorar;VERB;;
su;DET;;Sing
situación;NOUN;Fem;Sing
actual;ADJ;;Sing
y;CCONJ;;
adecuar;VERB;;
el;DET;Masc;Sing
tratamiento;NOUN;Masc;Sing
mejor;ADJ;;Sing
para;ADP;;
usted;PRON;;Sing
.;PUNCT;;
OTRAS;DET;Fem;Plur
ALTERNATIVAS;NOUN;Fem;Plur
DISPONIBLES;ADJ;;Plur
EN;ADP;;
SU;DET;;Sing
CASO;NOUN;Masc;Sing
:;PUNCT;;
En;ADP;;
determinados;ADJ;Masc;Plur
pacientes;NOUN;;Plur
se;PRON;;
pueden;AUX;;Plur
efectuar;VERB;;
otras;DET;Fem;Plur
pruebas;NOUN;Fem;Plur
como;SCONJ;;
la;DET;Fem;Sing
Resonancia;NOUN;Fem;Sing
Magnética;ADJ;Fem;Sing
Nuclear;ADJ;;Sing
para;ADP;;
complementar;VERB;;
la;DET;Fem;Sing
información;NOUN;Fem;Sing
obtenida;ADJ;Fem;Sing
con;ADP;;
esta;DET;Fem;Sing
prueba;NOUN;Fem;Sing
.;PUNCT;;
En;ADP;;
su;DET;;Sing
caso;NOUN;Masc;Sing
:;PUNCT;;
QUÉ;DET;;
RIESGOS;NOUN;Masc;Plur
TIENE;VERB;;Sing
:;PUNCT;;
Cualquier;DET;;Sing
actuación;NOUN;Fem;Sing
médica;ADJ;Fem;Sing
tiene;VERB;;Sing
riesgos;NOUN;Masc;Plur
.;PUNCT;;
La;DET;Fem;Sing
mayor;ADJ;;Sing
parte;NOUN;Fem;Sing
de;ADP;;
las;DET;Fem;Plur
veces;NOUN;Fem;Plur
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
no;ADV;;
se;PRON;;
materializan;VERB;;Plur
,;PUNCT;;
y;CCONJ;;
la;DET;Fem;Sing
intervención;NOUN;Fem;Sing
no;ADV;;
produce;VERB;;Sing
daños;NOUN;Masc;Plur
o;CCONJ;;
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
indeseables;ADJ;;Plur
.;PUNCT;;
Pero;CCONJ;;
a;ADP;;
veces;NOUN;Fem;Plur
no;ADV;;
es;VERB;;Sing
así;ADV;;
.;PUNCT;;
Por;ADP;;
eso;PRON;Masc;Sing
es;VERB;;Sing
importante;ADJ;;Sing
que;SCONJ;;
usted;PRON;;Sing
conozca;VERB;;Sing
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
que;PRON;;
pueden;AUX;;Plur
aparecer;VERB;;
en;ADP;;
este;DET;Masc;Sing
proceso;NOUN;Masc;Sing
o;CCONJ;;
intervención;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
MÁS;ADV;;
FRECUENTES;ADJ;;Plur
:;PUNCT;;
En;ADP;;
general;NOUN;;Sing
,;PUNCT;;
son;VERB;;Plur
problemas;NOUN;Masc;Plur
leves;ADJ;;Plur
como;ADP;;
:;PUNCT;;
-;PUNCT;;
Irritación;NOUN;Fem;Plur
local;ADJ;;Sing
de;ADP;;
la;DET;Fem;Sing
garganta;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
Pulso;NOUN;Masc;Sing
más;ADV;;
lento;ADJ;Masc;Sing
.;PUNCT;;
-;PUNCT;;
Mareo;NOUN;Masc;Sing
.;PUNCT;;
-;PUNCT;;
Bajada;NOUN;Fem;Sing
de;ADP;;
tensión;NOUN;Fem;Sing
arterial;ADJ;;Sing
.;PUNCT;;
-;PUNCT;;
Ligero;ADJ;Masc;Sing
sangrado;NOUN;Masc;Sing
,;PUNCT;;
esto;PRON;;Sing
último;NOUN;Masc;Sing
ocurre;VERB;;Sing
en;ADP;;
casos;NOUN;Masc;Plur
que;PRON;;
el;DET;Masc;Sing
paciente;NOUN;;Sing
tiene;VERB;;Sing
enfermedades;NOUN;Fem;Plur
relacionadas;ADJ;Fem;Plur
con;ADP;;
la;DET;Fem;Sing
coagulación;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
sangre;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
MÁS;ADV;;
GRAVES;ADJ;;Plur
:;PUNCT;;
De;ADP;;
forma;NOUN;Fem;Sing
excepcional;ADJ;;Sing
puede;AUX;;Sing
producirse;VERB;;
una;DET;Fem;Sing
perforación;NOUN;Fem;Sing
en;ADP;;
el;DET;Masc;Sing
esófago;NOUN;Masc;Sing
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
DERIVADOS;NOUN;Masc;Plur
DE;ADP;;
SUS;DET;;Plur
PROBLEMAS;NOUN;Masc;Plur
DE;ADP;;
SALUD;NOUN;Fem;Sing
:;PUNCT;;
SITUACIONES;NOUN;Fem;Plur
ESPECIALES;ADJ;;Plur
QUE;SCONJ;;
DEBEN;AUX;;Plur
SER;AUX;;
TENIDAS;VERB;Fem;Plur
EN;ADP;;
CUENTA;NOUN;Fem;Sing
:;PUNCT;;
Si;SCONJ;;
presenta;VERB;;Sing
afecciones;NOUN;Fem;Plur
esofágicas;ADJ;Fem;Plur
,;PUNCT;;
gástricas;ADJ;Fem;Plur
o;CCONJ;;
intestinales;ADJ;;Plur
,;PUNCT;;
examen;NOUN;Masc;Sing
endoscópico;ADJ;Masc;Sing
reciente;ADJ;;Sing
,;PUNCT;;
vómito;NOUN;Masc;Sing
de;ADP;;
sangre;NOUN;Fem;Sing
,;PUNCT;;
radioterapia;NOUN;Fem;Sing
torácica;ADJ;Fem;Sing
,;PUNCT;;
artritis;NOUN;Fem;
reumatoidea;ADJ;Fem;Sing
con;ADP;;
afectación;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
articulación;NOUN;Fem;Sing
atlantoaxoidea;ADJ;Fem;Sing
.;PUNCT;;
Pueden;AUX;;Plur
existir;VERB;;
circunstancias;NOUN;Fem;Plur
que;PRON;;
aumenten;VERB;;Plur
la;DET;Fem;Sing
frecuencia;NOUN;Fem;Sing
y;CCONJ;;
gravedad;NOUN;Fem;Sing
de;ADP;;
riesgos;NOUN;Masc;Plur
y;CCONJ;;
complicaciones;NOUN;Fem;Plur
a;ADP;;
causa;NOUN;Fem;Sing
de;ADP;;
enfermedades;NOUN;Fem;Plur
que;PRON;;
usted;PRON;;Sing
ya;ADV;;
padece;VERB;;Sing
.;PUNCT;;
Para;ADP;;
ser;AUX;;
valoradas;VERB;Fem;Plur
debe;AUX;;Sing
informar;VERB;;
a;ADP;;
su;DET;;Sing
médico;NOUN;Masc;Sing
de;ADP;;
sus;DET;;Plur
posibles;ADJ;;Plur
alergias;NOUN;Fem;Plur
medicamentosas;ADJ;Fem;Plur
,;PUNCT;;
alteraciones;NOUN;Fem;Plur
de;ADP;;
la;DET;Fem;Sing
coagulación;NOUN;Fem;Sing
,;PUNCT;;
enfermedades;NOUN;Fem;Plur
,;PUNCT;;
medicaciones;NOUN;Fem;Plur
actuales;ADJ;;Plur
o;CCONJ;;
cualquier;DET;;Sing
otra;DET;Fem;Sing
circunstancia;NOUN;Fem;Sing
.;PUNCT;;
1.;NUM;;
DOCUMENTO;NOUN;Masc;Sing
DE;ADP;;
INFORMACIÓN;NOUN;Fem;Sing
PARA;ADP;;
ECOCARDIOGRAFÍA;NOUN;Fem;Sing
CON;ADP;;
CONTRASTE;NOUN;Masc;Sing
1.1;NUM;;
LO;PRON;Masc;Sing
QUE;SCONJ;;
USTED;PRON;;Sing
DEBE;VERB;;Sing
SABER;NOUN;Masc;Sing
:;PUNCT;;
EN;ADP;;
QUÉ;PRON;;
CONSISTE;VERB;;Sing
.;PUNCT;;
PARA;ADP;;
QUÉ;PRON;;
SIRVE;VERB;;Sing
:;PUNCT;;
Es;VERB;;Sing
una;DET;Fem;Sing
prueba;NOUN;Fem;Sing
para;ADP;;
visualizar;VERB;;
el;DET;Masc;Sing
corazón;NOUN;Masc;Sing
con;ADP;;
ultrasonidos;NOUN;Masc;Plur
mientras;SCONJ;;
se;PRON;;
administra;VERB;;Sing
un;DET;Masc;Sing
contraste;NOUN;Masc;Sing
intravenoso;ADJ;Masc;Sing
.;PUNCT;;
Sirve;VERB;;Sing
para;ADP;;
intensificar;VERB;;
las;DET;Fem;Plur
imágenes;NOUN;Fem;Plur
cardíacas;ADJ;Fem;Plur
o;CCONJ;;
vasculares;ADJ;;Plur
obtenidas;ADJ;Fem;Plur
mediante;ADP;;
ultrasonidos;NOUN;Masc;Plur
y;CCONJ;;
para;ADP;;
mejorar;VERB;;
la;DET;Fem;Sing
calidad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
imagen;NOUN;Fem;Sing
de;ADP;;
estas;DET;Fem;Plur
zonas;NOUN;Fem;Plur
y;CCONJ;;
sus;DET;;Plur
flujos;NOUN;Masc;Plur
.;PUNCT;;
CÓMO;ADV;;
SE;PRON;;
REALIZA;VERB;;Sing
:;PUNCT;;
En;ADP;;
primer;ADJ;Masc;Sing
lugar;NOUN;Masc;Sing
,;PUNCT;;
debe;AUX;;Sing
estar;VERB;;
usted;PRON;;Sing
tumbado;ADJ;Masc;Sing
.;PUNCT;;
Se;PRON;;
le;PRON;;Sing
inyectará;VERB;;Sing
a;ADP;;
través;NOUN;Masc;
de;ADP;;
vena;NOUN;Fem;Sing
un;DET;Masc;Sing
contraste;NOUN;Masc;Sing
y;CCONJ;;
puede;AUX;;Sing
ser;VERB;;
necesario;ADJ;Masc;Sing
repetir;VERB;;
la;DET;Fem;Sing
inyección;NOUN;Fem;Sing
para;ADP;;
conseguir;VERB;;
un;DET;Masc;Sing
efecto;NOUN;Masc;Sing
más;ADV;;
duradero;ADJ;Masc;Sing
y/o;CCONJ;;
intenso;ADJ;Masc;Sing
.;PUNCT;;
En;ADP;;
ocasiones;NOUN;Fem;Plur
se;PRON;;
utiliza;VERB;;Sing
sólo;ADV;;
suero;NOUN;Masc;Sing
salino;ADJ;Masc;Sing
.;PUNCT;;
Se;PRON;;
le;PRON;;Sing
colocará;VERB;;Sing
sobre;ADP;;
el;DET;Masc;Sing
pecho;NOUN;Masc;Sing
un;DET;Masc;Sing
pequeño;ADJ;Masc;Sing
aparato;NOUN;Masc;Sing
que;PRON;;
emite;VERB;;Sing
y;CCONJ;;
recibe;VERB;;Sing
el;DET;Masc;Sing
sonido;NOUN;Masc;Sing
,;PUNCT;;
mientras;SCONJ;;
se;PRON;;
ven;VERB;;Plur
y;CCONJ;;
se;PRON;;
graban;VERB;;Plur
las;DET;Fem;Plur
imágenes;NOUN;Fem;Plur
del;ADP;;
corazón;NOUN;Masc;Sing
contrayandose;VERB;;
.;PUNCT;;
La;DET;Fem;Sing
exploración;NOUN;Fem;Sing
se;PRON;;
controla;VERB;;Sing
en;ADP;;
todo;DET;Masc;Sing
momento;NOUN;Masc;Sing
con;ADP;;
el;DET;Masc;Sing
electrocardiograma;NOUN;Masc;Sing
.;PUNCT;;
La;DET;Fem;Sing
duración;NOUN;Fem;Sing
del;ADP;;
estudio;NOUN;Masc;Sing
será;VERB;;Sing
aproximadamente;ADV;;
de;ADP;;
unos;PRON;Masc;Plur
30;NUM;;
minutos;NOUN;Masc;Plur
.;PUNCT;;
QUÉ;DET;;
EFECTOS;NOUN;Masc;Plur
LE;PRON;;Sing
PRODUCIRÁ;VERB;;Sing
:;PUNCT;;
Habitualmente;ADV;;
esta;DET;Fem;Sing
exploración;NOUN;Fem;Sing
no;ADV;;
produce;VERB;;Sing
efectos;NOUN;Masc;Plur
negativos;ADJ;Masc;Plur
.;PUNCT;;
El;DET;Masc;Sing
contraste;NOUN;Masc;Sing
usado;ADJ;Masc;Sing
permite;VERB;;Sing
ver;VERB;;
mejor;ADV;;
la;DET;Fem;Sing
anatomía;NOUN;Fem;Sing
de;ADP;;
su;DET;;Sing
corazón;NOUN;Masc;Sing
y;CCONJ;;
así;ADV;;
detectar;VERB;;
si;SCONJ;;
hay;VERB;;Sing
una;DET;Fem;Sing
enfermedad;NOUN;Fem;Sing
cardíaca;ADJ;Fem;Sing
.;PUNCT;;
EN;ADP;;
QUÉ;PRON;;
LE;PRON;;Sing
BENEFICIARÁ;VERB;;Sing
:;PUNCT;;
Esta;DET;Fem;Sing
técnica;NOUN;Fem;Sing
aporta;VERB;;Sing
datos;NOUN;Masc;Plur
muy;ADV;;
útiles;ADJ;;Plur
cuando;SCONJ;;
otra;DET;Fem;Sing
exploración;NOUN;Fem;Sing
más;ADV;;
tradicional;ADJ;;Sing
no;ADV;;
es;VERB;;Sing
suficiente;ADJ;;Sing
,;PUNCT;;
por;ADP;;
lo;PRON;Masc;Sing
que;PRON;;
contribuye;VERB;;Sing
a;ADP;;
un;DET;Masc;Sing
buen;ADJ;Masc;Sing
diagnóstico;NOUN;Masc;Sing
