Token;POS;Género;Número
FRECUENTES;NOUN;Masc;Plur
:;PUNCT;;
Durante;ADP;;
la;DET;Fem;Sing
prueba;NOUN;Fem;Sing
puede;AUX;;Sing
notar;VERB;;
palpitaciones;NOUN;Fem;Plur
o;CCONJ;;
sensación;NOUN;Fem;Sing
de;ADP;;
calor;NOUN;Masc;Sing
pasajera;ADJ;Fem;Sing
.;PUNCT;;
En;ADP;;
raras;ADJ;Fem;Plur
ocasiones;NOUN;Fem;Plur
se;PRON;;
pueden;AUX;;Plur
dar;VERB;;
reacciones;NOUN;Fem;Plur
alérgicas;ADJ;Fem;Plur
.;PUNCT;;
En;ADP;;
la;DET;Fem;Sing
zona;NOUN;Fem;Sing
de;ADP;;
punción;NOUN;Fem;Sing
puede;AUX;;Sing
tener;VERB;;
dolor;NOUN;Masc;Sing
e;CCONJ;;
incluso;ADV;;
hematoma;NOUN;Masc;Sing
,;PUNCT;;
siendo;AUX;;
habitual;ADJ;;Sing
que;SCONJ;;
desaparezca;VERB;;Sing
de;ADP;;
forma;NOUN;Fem;Sing
espontánea;ADJ;Fem;Sing
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
MÁS;ADV;;
GRAVES;NOUN;;Plur
:;PUNCT;;
-;PUNCT;;
Hemorragias;NOUN;Fem;Plur
.;PUNCT;;
-;PUNCT;;
Arritmias;NOUN;Fem;Plur
severas;ADJ;Fem;Plur
.;PUNCT;;
-;PUNCT;;
Dolor;NOUN;Masc;Sing
de;ADP;;
pecho;NOUN;Masc;Sing
.;PUNCT;;
-;PUNCT;;
Infarto;NOUN;Masc;Sing
de;ADP;;
miocardio;NOUN;Masc;Sing
.;PUNCT;;
-;PUNCT;;
Trombosis;NOUN;Fem;
venosa;ADJ;Fem;Sing
o;CCONJ;;
arterial;ADJ;;Sing
.;PUNCT;;
-;PUNCT;;
Insuficiencia;NOUN;Fem;Sing
cardíaca;ADJ;Fem;Sing
.;PUNCT;;
-;PUNCT;;
Accidente;NOUN;Masc;Sing
cerebrovascular;ADJ;;Sing
.;PUNCT;;
Es;AUX;;Sing
excepcional;ADJ;;Sing
el;DET;Masc;Sing
caso;NOUN;Masc;Sing
de;ADP;;
muerte;NOUN;Fem;Sing
al;ADP;;
realizarse;VERB;;
esta;DET;Fem;Sing
prueba;NOUN;Fem;Sing
,;PUNCT;;
de;ADP;;
1;NUM;;
a;ADP;;
2;NUM;;
personas;NOUN;Fem;Plur
de;ADP;;
cada;DET;;Sing
1.000;NUM;;
que;PRON;;
se;PRON;;
la;PRON;Fem;Sing
realizan;VERB;;Plur
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
DERIVADOS;NOUN;Masc;Plur
DE;ADP;;
SUS;DET;Masc;Plur
PROBLEMAS;NOUN;Masc;Plur
DE;ADP;;
SALUD;NOUN;Fem;Sing
:;PUNCT;;
SITUACIONES;NOUN;Fem;Plur
ESPECIALES;ADJ;;Plur
QUE;SCONJ;;
DEBEN;ADP;;
SER;AUX;;
TENIDAS;NOUN;Fem;Plur
EN;ADP;;
CUENTA;NOUN;Fem;Sing
:;PUNCT;;
Pueden;AUX;;Plur
existir;VERB;;
circunstancias;NOUN;Fem;Plur
que;PRON;;
aumenten;VERB;;Plur
la;DET;Fem;Sing
frecuencia;NOUN;Fem;Sing
y;CCONJ;;
gravedad;NOUN;Fem;Sing
de;ADP;;
riesgos;NOUN;Masc;Plur
y;CCONJ;;
complicaciones;NOUN;Fem;Plur
a;ADP;;
causa;NOUN;;
de;ADP;;
enfermedades;NOUN;Fem;Plur
que;PRON;;
usted;PRON;;Sing
ya;ADV;;
padece;VERB;;Sing
.;PUNCT;;
Para;ADP;;
ser;AUX;;
valoradas;VERB;Fem;Plur
debe;AUX;;Sing
informar;VERB;;
a;ADP;;
su;DET;;Sing
médico;NOUN;Masc;Sing
de;ADP;;
sus;DET;;Plur
posibles;ADJ;;Plur
alergias;NOUN;Fem;Plur
medicamentosas;ADJ;Fem;Plur
,;PUNCT;;
alteraciones;NOUN;Fem;Plur
de;ADP;;
la;DET;Fem;Sing
coagulación;NOUN;Fem;Sing
,;PUNCT;;
enfermedades;NOUN;Fem;Plur
,;PUNCT;;
medicaciones;NOUN;Fem;Plur
actuales;ADJ;;Plur
o;CCONJ;;
cualquier;DET;;Sing
otra;DET;Fem;Sing
circunstancia;NOUN;Fem;Sing
.;PUNCT;;
1.;NUM;;
DOCUMENTO;NOUN;Masc;Sing
DE;ADP;;
INFORMACIÓN;NOUN;Fem;Sing
PARA;ADP;;
ECOCARDIOGRAFÍA;NOUN;Fem;Sing
CON;ADP;;
ESTRÉS;PROPN;;
FARMACOLÓGICO;PROPN;;
1.1;NUM;;
LO;PRON;Masc;Sing
QUE;SCONJ;;
USTED;PRON;;Sing
DEBE;VERB;;Sing
SABER;VERB;;
:;PUNCT;;
EN;ADP;;
QUÉ;PRON;;Sing
CONSISTE;VERB;;Sing
.;PUNCT;;
PARA;ADP;;
QUÉ;PROPN;;
SIRVE;VERB;;Sing
:;PUNCT;;
Es;AUX;;Sing
una;DET;Fem;Sing
prueba;NOUN;Fem;Sing
para;ADP;;
visualizar;VERB;;
el;DET;Masc;Sing
corazón;NOUN;Masc;Sing
con;ADP;;
ultrasonidos;NOUN;Masc;Plur
,;PUNCT;;
mientras;SCONJ;;
se;PRON;;
administra;VERB;;Sing
una;DET;Fem;Sing
medicación;NOUN;Fem;Sing
que;PRON;;
hace;VERB;;Sing
que;SCONJ;;
el;DET;Masc;Sing
corazón;NOUN;Masc;Sing
trabaje;VERB;;Sing
con;ADP;;
más;ADV;;
rapidez;NOUN;Fem;Sing
e;CCONJ;;
intensidad;NOUN;Fem;Sing
.;PUNCT;;
Sirve;VERB;;Sing
para;ADP;;
valorar;VERB;;
cómo;PRON;;
se;PRON;;
contrae;VERB;;Sing
el;DET;Masc;Sing
corazón;NOUN;Masc;Sing
tras;ADP;;
la;DET;Fem;Sing
administración;NOUN;Fem;Sing
de;ADP;;
un;DET;Masc;Sing
fármaco;NOUN;Masc;Sing
.;PUNCT;;
Y;CCONJ;;
el;DET;Masc;Sing
aumento;NOUN;Masc;Sing
del;ADP;;
trabajo;NOUN;Masc;Sing
en;ADP;;
su;DET;;Sing
corazón;NOUN;Masc;Sing
permitirá;VERB;;Sing
desenmascarar;VERB;;
déficit;NOUN;Masc;Sing
en;ADP;;
el;DET;Masc;Sing
riego;NOUN;Masc;Sing
del;ADP;;
mismo;ADJ;Masc;Sing
o;CCONJ;;
un;DET;Masc;Sing
mayor;ADJ;;Sing
grado;NOUN;Masc;Sing
de;ADP;;
lesión;NOUN;Fem;Sing
valvular;ADJ;;Sing
que;PRON;;
en;ADP;;
condiciones;NOUN;Fem;Plur
normales;ADJ;;Plur
no;ADV;;
se;PRON;;
aprecian;VERB;;Plur
.;PUNCT;;
CÓMO;ADV;;
SE;PRON;;
REALIZA;VERB;;Sing
:;PUNCT;;
En;ADP;;
primer;ADJ;Masc;Sing
lugar;NOUN;Masc;Sing
,;PUNCT;;
debe;AUX;;Sing
estar;AUX;;
usted;PRON;;Sing
en;ADP;;
ayunas;NOUN;Fem;Plur
.;PUNCT;;
Una;DET;Fem;Sing
vez;NOUN;Fem;Sing
tumbado;ADJ;Masc;Sing
se;PRON;;
le;PRON;;Sing
coloca;VERB;;Sing
un;DET;Masc;Sing
suero;NOUN;Masc;Sing
(;PUNCT;;
gotero;NOUN;Masc;Sing
);PUNCT;;
en;ADP;;
el;DET;Masc;Sing
brazo;NOUN;Masc;Sing
con;ADP;;
una;DET;Fem;Sing
sustancia;NOUN;Fem;Sing
que;PRON;;
poco;ADV;;
a;ADP;;
poco;PRON;;
provoca;VERB;;Sing
que;SCONJ;;
el;DET;Masc;Sing
corazón;NOUN;Masc;Sing
trabaje;VERB;;Sing
con;ADP;;
más;ADV;;
rapidez;NOUN;Fem;Sing
e;CCONJ;;
intensidad;NOUN;Fem;Sing
,;PUNCT;;
como;SCONJ;;
si;SCONJ;;
se;PRON;;
le;PRON;;Sing
sometiera;VERB;;Sing
a;ADP;;
un;DET;Masc;Sing
ejercicio;NOUN;Masc;Sing
físico;ADJ;Masc;Sing
.;PUNCT;;
En;ADP;;
la;DET;Fem;Sing
zona;NOUN;Fem;Sing
del;ADP;;
pecho;NOUN;Masc;Sing
se;PRON;;
le;PRON;;Sing
colocarán;VERB;;Plur
unas;DET;Fem;Plur
pegatinas;NOUN;Fem;Plur
con;ADP;;
cables;NOUN;Masc;Plur
(;PUNCT;;
electrodos;NOUN;Masc;Plur
);PUNCT;;
,;PUNCT;;
para;ADP;;
visualizar;VERB;;
la;DET;Fem;Sing
actividad;NOUN;Fem;Sing
del;ADP;;
corazón;NOUN;Masc;Sing
durante;ADP;;
la;DET;Fem;Sing
realización;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
prueba;NOUN;Fem;Sing
,;PUNCT;;
y;CCONJ;;
en;ADP;;
el;DET;Masc;Sing
brazo;NOUN;Masc;Sing
un;DET;Masc;Sing
manguito;NOUN;Masc;Sing
para;ADP;;
la;DET;Fem;Sing
toma;NOUN;Fem;Sing
de;ADP;;
presión;NOUN;Fem;Sing
arterial;ADJ;;Sing
.;PUNCT;;
La;DET;Fem;Sing
prueba;NOUN;Fem;Sing
está;AUX;;Sing
en;ADP;;
todo;DET;Masc;Sing
momento;NOUN;Masc;Sing
controlada;ADJ;Fem;Sing
al;ADP;;
medir;VERB;;
la;DET;Fem;Sing
presión;NOUN;Fem;Sing
arterial;ADJ;;Sing
y;CCONJ;;
con;ADP;;
el;DET;Masc;Sing
electrocardiograma;NOUN;Masc;Sing
.;PUNCT;;
QUÉ;DET;;
EFECTOS;NOUN;Masc;Plur
LE;PRON;;Sing
PRODUCIRÁ;VERB;;Sing
:;PUNCT;;
Habitualmente;ADV;;
esta;DET;Fem;Sing
exploración;NOUN;Fem;Sing
no;ADV;;
produce;VERB;;Sing
efectos;NOUN;Masc;Plur
negativos;ADJ;Masc;Plur
.;PUNCT;;
Permite;VERB;;Sing
ver;VERB;;
mejor;ADV;;
la;DET;Fem;Sing
respuesta;NOUN;Fem;Sing
de;ADP;;
su;DET;;Sing
corazón;NOUN;Masc;Sing
al;ADP;;
funcionar;VERB;;
de;ADP;;
forma;NOUN;Fem;Sing
más;ADV;;
rápida;ADJ;Fem;Sing
e;CCONJ;;
intensa;ADJ;Fem;Sing
y;CCONJ;;
así;ADV;;
detectar;VERB;;
si;SCONJ;;
hay;VERB;;Sing
una;DET;Fem;Sing
enfermedad;NOUN;Fem;Sing
cardíaca;ADJ;Fem;Sing
.;PUNCT;;
EN;ADP;;
QUÉ;PRON;;Sing
LE;PRON;;Sing
BENEFICIARÁ;VERB;;Sing
:;PUNCT;;
Esta;DET;Fem;Sing
técnica;NOUN;Fem;Sing
aporta;VERB;;Sing
datos;NOUN;Masc;Plur
muy;ADV;;
útiles;ADJ;;Plur
cuando;SCONJ;;
otra;DET;Fem;Sing
exploración;NOUN;Fem;Sing
más;ADV;;
tradicional;ADJ;;Sing
no;ADV;;
es;AUX;;Sing
suficiente;ADJ;;Sing
,;PUNCT;;
por;ADP;;
lo;PRON;Masc;Sing
que;PRON;;
contribuye;VERB;;Sing
a;ADP;;
un;DET;Masc;Sing
buen;ADJ;Masc;Sing
diagnóstico;NOUN;Masc;Sing
y;CCONJ;;
tratamiento;NOUN;Masc;Sing
de;ADP;;
su;DET;;Sing
enfermedad;NOUN;Fem;Sing
si;SCONJ;;
se;PRON;;
detectara;VERB;;Sing
.;PUNCT;;
OTRAS;DET;Fem;Plur
ALTERNATIVAS;NOUN;Fem;Plur
DISPONIBLES;ADJ;;Plur
EN;ADP;;
SU;DET;;Sing
CASO;NOUN;Masc;Sing
:;PUNCT;;
Esta;DET;Fem;Sing
exploración;NOUN;Fem;Sing
está;AUX;;Sing
indicada;ADJ;Fem;Sing
preferentemente;ADV;;
en;ADP;;
su;DET;;Sing
caso;NOUN;Masc;Sing
.;PUNCT;;
En;ADP;;
algunos;DET;Masc;Plur
casos;NOUN;Masc;Plur
se;PRON;;
pueden;AUX;;Plur
utilizar;VERB;;
otras;DET;Fem;Plur
técnicas;NOUN;Fem;Plur
como;ADP;;
la;DET;Fem;Sing
Medicina;PROPN;;
Nuclear;PROPN;;
con;ADP;;
estrés;NOUN;Masc;Sing
farmacológico;ADJ;Masc;Sing
o;CCONJ;;
la;DET;Fem;Sing
prueba;NOUN;Fem;Sing
de;ADP;;
esfuerzo;NOUN;Masc;Sing
,;PUNCT;;
pero;CCONJ;;
todas;PRON;Fem;Plur
tienen;VERB;;Plur
los;DET;Masc;Plur
mismos;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
e;CCONJ;;
incomodidades;NOUN;Fem;Plur
y;CCONJ;;
pueden;AUX;;Plur
ser;AUX;;
menos;ADV;;
fiables;ADJ;;Plur
para;ADP;;
establecer;VERB;;
el;DET;Masc;Sing
diagnóstico;NOUN;Masc;Sing
.;PUNCT;;
En;ADP;;
su;DET;;Sing
caso;NOUN;Masc;Sing
:;PUNCT;;
QUÉ;DET;;
RIESGOS;NOUN;Masc;Plur
TIENE;VERB;;Sing
:;PUNCT;;
Cualquier;DET;;Sing
actuación;NOUN;Fem;Sing
médica;ADJ;Fem;Sing
tiene;VERB;;Sing
riesgos;NOUN;Masc;Plur
.;PUNCT;;
La;DET;Fem;Sing
mayor;ADJ;;Sing
parte;NOUN;Fem;Sing
de;ADP;;
las;DET;Fem;Plur
veces;NOUN;Fem;Plur
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
no;ADV;;
se;PRON;;
materializan;VERB;;Plur
,;PUNCT;;
y;CCONJ;;
la;DET;Fem;Sing
intervención;NOUN;Fem;Sing
no;ADV;;
produce;VERB;;Sing
daños;NOUN;Masc;Plur
o;CCONJ;;
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
indeseables;ADJ;;Plur
.;PUNCT;;
Pero;CCONJ;;
a;ADP;;
veces;NOUN;;
no;ADV;;
es;AUX;;Sing
así;ADV;;
.;PUNCT;;
Por;ADP;;
eso;PRON;;Sing
es;AUX;;Sing
importante;ADJ;;Sing
que;SCONJ;;
usted;PRON;;Sing
conozca;VERB;;Sing
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
que;PRON;;
pueden;AUX;;Plur
aparecer;VERB;;
en;ADP;;
este;DET;Masc;Sing
proceso;NOUN;Masc;Sing
o;CCONJ;;
intervención;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
MÁS;ADV;;
FRECUENTES;NOUN;Masc;Plur
:;PUNCT;;
En;ADP;;
general;NOUN;;
son;AUX;;Plur
problemas;NOUN;Masc;Plur
leves;ADJ;;Plur
como;SCONJ;;
:;PUNCT;;
-;PUNCT;;
Dolor;NOUN;Masc;Sing
de;ADP;;
cabeza;NOUN;Fem;Sing
.;PUNCT;;
-;PUNCT;;
Sensación;NOUN;Fem;Sing
de;ADP;;
hormigueo;NOUN;Masc;Sing
.;PUNCT;;
-;PUNCT;;
Temblor;PROPN;;
.;PUNCT;;
-;PUNCT;;
Nauseas;PROPN;;
.;PUNCT;;
-;PUNCT;;
Palpitaciones;PROPN;;
.;PUNCT;;
-;PUNCT;;
Dolor;PROPN;;
en;ADP;;
el;DET;Masc;Sing
pecho;NOUN;Masc;Sing
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
MÁS;ADV;;
GRAVES;NOUN;;Plur
:;PUNCT;;
En;ADP;;
general;NOUN;;
son;AUX;;Plur
muy;ADV;;
poco;ADV;;
frecuentes;ADJ;;Plur
.;PUNCT;;
Al;ADP;;
igual;ADJ;;
que;SCONJ;;
con;ADP;;
otras;DET;Fem;Plur
pruebas;NOUN;Fem;Plur
en;ADP;;
las;DET;Fem;Plur
que;PRON;;
se;PRON;;
esfuerce;VERB;;Sing
su;DET;;Sing
corazón;NOUN;Masc;Sing
,;PUNCT;;
excepcionalmente;ADV;;
puede;AUX;;Sing
producirse;VERB;;
:;PUNCT;;
-;PUNCT;;
Un;DET;Masc;Sing
infarto;NOUN;Masc;Sing
de;ADP;;
miocardio;NOUN;Masc;Sing
,;PUNCT;;
aunque;SCONJ;;
el;DET;Masc;Sing
personal;NOUN;Masc;Sing
que;PRON;;
realiza;VERB;;Sing
la;DET;Fem;Sing
prueba;NOUN;Fem;Sing
está;AUX;;Sing
preparado;ADJ;Masc;Sing
para;ADP;;
tomar;VERB;;
las;DET;Fem;Plur
medidas;NOUN;Fem;Plur
oportunas;ADJ;Fem;Plur
en;ADP;;
estos;DET;Masc;Plur
casos;NOUN;Masc;Plur
.;PUNCT;;
-;PUNCT;;
LOS;DET;Masc;Plur
DERIVADOS;NOUN;Masc;Plur
DE;ADP;;
SUS;DET;Masc;Plur
PROBLEMAS;NOUN;Masc;Plur
DE;ADP;;
SALUD;NOUN;Fem;Sing
:;PUNCT;;
SITUACIONES;NOUN;Fem;Plur
ESPECIALES;ADJ;;Plur
QUE;SCONJ;;
DEBEN;ADP;;
SER;AUX;;
TENIDAS;NOUN;Fem;Plur
EN;ADP;;
CUENTA;NOUN;Fem;Sing
:;PUNCT;;
No;ADV;;
se;PRON;;
recomienda;VERB;;Sing
en;ADP;;
pacientes;NOUN;;Plur
con;ADP;;
síndrome;NOUN;Masc;Sing
coronario;ADJ;Masc;Sing
no;ADV;;
estabilizado;ADJ;Masc;Sing
,;PUNCT;;
insuficiencia;NOUN;Fem;Sing
cardíaca;ADJ;Fem;Sing
descompensada;ADJ;Fem;Sing
,;PUNCT;;
arritmias;NOUN;Fem;Plur
complejas;ADJ;Fem;Plur
,;PUNCT;;
bloqueo;NOUN;Masc;Sing
AV;PROPN;;
de;ADP;;
alto;ADJ;Masc;Sing
grado;NOUN;Masc;Sing
,;PUNCT;;
hipertensión;NOUN;Fem;Sing
severa;ADJ;Fem;Sing
o;CCONJ;;
hipotensión;NOUN;Fem;Sing
y;CCONJ;;
en;ADP;;
pacientes;NOUN;;Plur
con;ADP;;
deficiente;ADJ;;Sing
ventana;NOUN;Fem;Sing
ultrasónica;ADJ;Fem;Sing
.;PUNCT;;
Pueden;AUX;;Plur
existir;VERB;;
circunstancias;NOUN;Fem;Plur
que;PRON;;
aumenten;VERB;;Plur
la;DET;Fem;Sing
frecuencia;NOUN;Fem;Sing
y;CCONJ;;
gravedad;NOUN;Fem;Sing
de;ADP;;
riesgos;NOUN;Masc;Plur
y;CCONJ;;
complicaciones;NOUN;Fem;Plur
a;ADP;;
causa;NOUN;;
de;ADP;;
enfermedades;NOUN;Fem;Plur
que;PRON;;
usted;PRON;;Sing
ya;ADV;;
padece;VERB;;Sing
.;PUNCT;;
Para;ADP;;
ser;AUX;;
valoradas;VERB;Fem;Plur
debe;AUX;;Sing
informar;VERB;;
a;ADP;;
su;DET;;Sing
médico;NOUN;Masc;Sing
de;ADP;;
sus;DET;;Plur
posibles;ADJ;;Plur
alergias;NOUN;Fem;Plur
medicamentosas;ADJ;Fem;Plur
,;PUNCT;;
alteraciones;NOUN;Fem;Plur
de;ADP;;
la;DET;Fem;Sing
coagulación;NOUN;Fem;Sing
,;PUNCT;;
enfermedades;NOUN;Fem;Plur
,;PUNCT;;
medicaciones;NOUN;Fem;Plur
actuales;ADJ;;Plur
o;CCONJ;;
cualquier;DET;;Sing
otra;DET;Fem;Sing
circunstancia;NOUN;Fem;Sing
.;PUNCT;;
1.;NUM;;
DOCUMENTO;NOUN;Masc;Sing
DE;ADP;;
INFORMACIÓN;NOUN;Fem;Sing
PARA;ADP;;
ECOCARDIOGRAFÍA;PROPN;;
TRANSESOFÁGICA;PROPN;;
1.1;NUM;;
LO;PRON;Masc;Sing
QUE;SCONJ;;
USTED;PRON;;Sing
DEBE;VERB;;Sing
SABER;VERB;;
:;PUNCT;;
EN;ADP;;
QUÉ;PROPN;;
CONSISTE;VERB;;Sing
.;PUNCT;;
PARA;ADP;;
QUÉ;PROPN;;
SIRVE;VERB;;Sing
:;PUNCT;;
Es;AUX;;Sing
una;DET;Fem;Sing
prueba;NOUN;Fem;Sing
diagnóstica;ADJ;Fem;Sing
para;ADP;;
pacientes;NOUN;;Plur
con;ADP;;
enfermedades;NOUN;Fem;Plur
del;ADP;;
corazón;NOUN;Masc;Sing
,;PUNCT;;
de;ADP;;
la;DET;Fem;Sing
aorta;NOUN;Fem;Sing
o;CCONJ;;
con;ADP;;
sospecha;NOUN;Fem;Sing
de;ADP;;
ellas;PRON;Fem;Plur
.;PUNCT;;
Permite;VERB;;Sing
obtener;VERB;;
imágenes;NOUN;Fem;Plur
del;ADP;;
corazón;NOUN;Masc;Sing
mediante;ADP;;
ultrasonidos;NOUN;Masc;Plur
,;PUNCT;;
y;CCONJ;;
sirve;VERB;;Sing
para;ADP;;
detectar;VERB;;
y;CCONJ;;
valorar;VERB;;
la;DET;Fem;Sing
presencia;NOUN;Fem;Sing
de;ADP;;
lesiones;NOUN;Fem;Plur
en;ADP;;
su;DET;;Sing
interior;NOUN;Masc;Sing
o;CCONJ;;
en;ADP;;
estructuras;NOUN;Fem;Plur
muy;ADV;;
próximas;ADJ;Fem;Plur
.;PUNCT;;
CÓMO;ADV;;
SE;PRON;;
REALIZA;VERB;;Sing
:;PUNCT;;
Con;ADP;;
el;DET;Masc;Sing
paciente;NOUN;;Sing
en;ADP;;
ayunas;NOUN;Fem;Plur
y;CCONJ;;
tumbado;ADJ;Masc;Sing
.;PUNCT;;
Se;PRON;;
le;PRON;;Sing
aplica;VERB;;Sing
anestesia;NOUN;Fem;Sing
local;ADJ;;Sing
en;ADP;;
la;DET;Fem;Sing
garganta;NOUN;Fem;Sing
y;CCONJ;;
en;ADP;;
algunos;DET;Masc;Plur
casos;NOUN;Masc;Plur
se;PRON;;
efectúa;VERB;;Sing
una;DET;Fem;Sing
sedación;NOUN;Fem;Sing
suave;ADJ;;Sing
.;PUNCT;;
Se;PRON;;
introduce;VERB;;Sing
despacio;ADV;;
una;DET;Fem;Sing
sonda;NOUN;Fem;Sing
(;PUNCT;;
tubo;NOUN;Masc;Sing
largo;ADJ;Masc;Sing
y;CCONJ;;
flexible;ADJ;;Sing
);PUNCT;;
por;ADP;;
la;DET;Fem;Sing
boca;NOUN;Fem;Sing
hasta;ADP;;
que;SCONJ;;
su;DET;;Sing
extremo;NOUN;Masc;Sing
llegue;VERB;;Sing
al;ADP;;
esófago;NOUN;Masc;Sing
.;PUNCT;;
Una;DET;Fem;Sing
vez;NOUN;Fem;Sing
colocada;ADJ;Fem;Sing
correctamente;ADV;;
se;PRON;;
ven;VERB;;Plur
y;CCONJ;;
se;PRON;;
graban;VERB;;Plur
las;DET;Fem;Plur
imágenes;NOUN;Fem;Plur
obtenidas;ADJ;Fem;Plur
.;PUNCT;;
Finalizado;ADJ;Masc;Sing
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
se;PRON;;
retira;VERB;;Sing
la;DET;Fem;Sing
sonda;NOUN;Fem;Sing
.;PUNCT;;
Conviene;VERB;;Sing
prolongar;VERB;;
el;DET;Masc;Sing
ayuno;NOUN;Masc;Sing
varias;DET;Fem;Plur
horas;NOUN;Fem;Plur
tras;ADP;;
esta;DET;Fem;Sing
exploración;NOUN;Fem;Sing
.;PUNCT;;
QUÉ;DET;;
EFECTOS;NOUN;Masc;Plur
LE;PRON;;Sing
PRODUCIRÁ;VERB;;Sing
:;PUNCT;;
La;DET;Fem;Sing
molestia;NOUN;Fem;Sing
principal;ADJ;;Sing
es;AUX;;Sing
la;DET;Fem;Sing
náusea;NOUN;Fem;Sing
(;PUNCT;;
ganas;NOUN;Fem;Plur
de;ADP;;
vomitar;VERB;;
);PUNCT;;
producida;ADJ;Fem;Sing
por;ADP;;
la;DET;Fem;Sing
presencia;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
sonda;NOUN;Fem;Sing
en;ADP;;
la;DET;Fem;Sing
garganta;NOUN;Fem;Sing
.;PUNCT;;
También;ADV;;
se;PRON;;
puede;AUX;;Sing
producir;VERB;;
salivación;NOUN;Fem;Sing
abundante;ADJ;;Sing
y;CCONJ;;
puede;AUX;;Sing
notar;VERB;;
ligeros;ADJ;Masc;Plur
movimientos;NOUN;Masc;Plur
de;ADP;;
la;DET;Fem;Sing
sonda;NOUN;Fem;Sing
en;ADP;;
su;DET;;Sing
interior;NOUN;Masc;Sing
.;PUNCT;;
EN;ADP;;
QUÉ;PRON;;Sing
LE;PRON;;Sing
BENEFICIARÁ;VERB;;Sing
:;PUNCT;;
En;ADP;;
su;DET;;Sing
estado;NOUN;Masc;Sing
clínico;ADJ;Masc;Sing
actual;ADJ;;Sing
,;PUNCT;;
los;DET;Masc;Plur
beneficios;NOUN;Masc;Plur
derivados;ADJ;Masc;Plur
de;ADP;;
la;DET;Fem;Sing
realización;NOUN;Fem;Sing
de;ADP;;
esta;DET;Fem;Sing
prueba;NOUN;Fem;Sing
superan;VERB;;Plur
los;DET;Masc;Plur
posibles;ADJ;;Plur
riesgos;NOUN;Masc;Plur
.;PUNCT;;
Por;ADP;;
lo;PRON;Masc;Sing
que;PRON;;
se;PRON;;
le;PRON;;Sing
indica;VERB;;Sing
la;DET;Fem;Sing
conveniencia;NOUN;Fem;Sing
de;ADP;;
que;SCONJ;;
le;PRON;;Sing
sea;AUX;;Sing
practicada;VERB;Fem;Sing
para;ADP;;
valorar;VERB;;
su;DET;;Sing
situación;NOUN;Fem;Sing
actual;ADJ;;Sing
y;CCONJ;;
adecuar;VERB;;
el;DET;Masc;Sing
tratamiento;NOUN;Masc;Sing
mejor;ADJ;;Sing
para;ADP;;
usted;PRON;;Sing
.;PUNCT;;
OTRAS;DET;Fem;Plur
ALTERNATIVAS;NOUN;Fem;Plur
DISPONIBLES;ADJ;;Plur
EN;ADP;;
SU;DET;;Sing
CASO;NOUN;Masc;Sing
:;PUNCT;;
En;ADP;;
determinados;ADJ;Masc;Plur
pacientes;NOUN;;Plur
se;PRON;;
pueden;AUX;;Plur
efectuar;VERB;;
otras;DET;Fem;Plur
pruebas;NOUN;Fem;Plur
como;SCONJ;;
la;DET;Fem;Sing
Resonancia;PROPN;;
Magnética;PROPN;;
Nuclear;PROPN;;
para;ADP;;
complementar;VERB;;
la;DET;Fem;Sing
información;NOUN;Fem;Sing
obtenida;ADJ;Fem;Sing
con;ADP;;
esta;DET;Fem;Sing
prueba;NOUN;Fem;Sing
.;PUNCT;;
En;ADP;;
su;DET;;Sing
caso;NOUN;Masc;Sing
:;PUNCT;;
QUÉ;DET;;
RIESGOS;NOUN;Masc;Plur
TIENE;VERB;;Sing
:;PUNCT;;
Cualquier;DET;;Sing
actuación;NOUN;Fem;Sing
médica;ADJ;Fem;Sing
tiene;VERB;;Sing
riesgos;NOUN;Masc;Plur
.;PUNCT;;
La;DET;Fem;Sing
mayor;ADJ;;Sing
parte;NOUN;Fem;Sing
de;ADP;;
las;DET;Fem;Plur
veces;NOUN;Fem;Plur
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
no;ADV;;
se;PRON;;
materializan;VERB;;Plur
,;PUNCT;;
y;CCONJ;;
la;DET;Fem;Sing
intervención;NOUN;Fem;Sing
no;ADV;;
produce;VERB;;Sing
daños;NOUN;Masc;Plur
o;CCONJ;;
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
indeseables;ADJ;;Plur
.;PUNCT;;
Pero;CCONJ;;
a;ADP;;
veces;NOUN;;
no;ADV;;
es;AUX;;Sing
así;ADV;;
.;PUNCT;;
Por;ADP;;
eso;PRON;;Sing
es;AUX;;Sing
importante;ADJ;;Sing
que;SCONJ;;
usted;PRON;;Sing
conozca;VERB;;Sing
los;DET;Masc;Plur
riesgos;NOUN;Masc;Plur
que;PRON;;
